,Date,ME1_BM1,,ME1_BM2,ME1_BM3,ME1_BM4,ME1_BM5,ME2_BM1,ME2_BM2,ME2_BM3,ME2_BM4,ME2_BM5,ME3_BM1,ME3_BM2,ME3_BM3,ME3_BM4,ME3_BM5,ME4_BM1,ME4_BM2,ME4_BM3,ME4_BM4,ME4_BM5,ME5_BM1,ME5_BM2,ME5_BM3,ME5_BM4,ME5_BM5
454,5/1/1964,-0.23773,-0.55849,-0.335862159,-0.113803237,-0.138786327,-0.014515009,0.31488658926133656,-0.118557863,0.31800265695391955,0.1122647173809342,0.3852950213909635,-0.208242067,0.10090400776061126,-0.267313582,0.1467914182697384,0.1952956068235089,0.031922382,0.25105830031545107,0.055390691,0.021331733,0.4940023883785901,0.232372573,-0.136757961,0.056157385,0.7097892094710136,0.41452814796500154
455,6/1/1964,0.16146,-0.39704,-0.097732079,0.014854284204058148,-0.083992259,-0.050265822,-2.39E-05,0.087661012,0.11839231494072737,-0.019546169,0.1410483451112352,3.850273963825612e-05,0.1851517184117509,0.22213271070514642,0.26421013487709977,-0.014998437,0.014889251684273835,0.091378495,0.004879615,0.2525598381981165,0.3248432475870135,0.000837196,0.43683276,-0.112872749,0.096126335,0.24110175021295616
456,7/1/1964,0.06018,-0.33686,0.3595842783726067,0.492363726,0.22296390071393535,0.522878332,-0.002003178,0.1528605167329501,0.4976752942132995,0.30388006403933693,0.17914333251499004,0.29370630233382117,0.2701793325199409,0.3917416445258816,0.383608146,-0.016923094,0.095227701,0.44667577472717707,0.10826322013741198,0.10965516953383964,0.40548988081213355,0.33900042669380254,-0.054593314,0.6820294533754253,0.20340902500641048,-0.012964099
457,8/1/1964,0.13047,-0.20639,-0.526942461,-0.470785564,-0.358697514,-0.307802313,-0.376486459,-0.553106323,-0.437709931,-0.166451886,-0.512523286,-0.562400139,-0.283570259,-0.180690964,-0.25760555,-0.607488738,-0.360046498,-0.17454083,-0.023177647,-0.244252072,-0.409544942,-0.478678862,-0.564715806,-0.23326642,-0.380136458,-0.705887128
458,9/1/1964,0.59935,0.39296,0.26982090698306394,0.8398195158595562,0.2519333156104394,0.39392687189643794,0.34365546896206894,0.26810868411156125,0.18364298504411372,0.17533292545073265,0.5402850941446179,0.1334139673461152,0.16588991675157638,0.45699852948182557,0.36123435947415916,0.40732859510568425,0.36613722644531094,0.4505803539085829,0.6129937476129641,0.6814123752365986,0.5225525989508489,0.45136600628406587,0.09334832,0.771288418,0.7573629095689882,1.029390623268659
459,10/1/1964,0.15579,0.54875,-0.146323293,0.6621331805740629,0.10932517525856358,0.30013674998727863,-0.310641406,0.012826032199844774,0.2506523365749292,-0.003190344,0.003624561,0.3552524380207475,0.42628698495790845,0.1650919034334147,-0.010950566,0.2325393979016583,-0.013074045,0.056081876,0.040721666264449355,0.40480545736918444,0.43530822798844226,-0.138297329,0.035221926,-0.08381062,-0.08022445,0.39592451633248804
460,11/1/1964,-0.12006,0.42869,-0.18108481,-0.037147466,-0.104535762,-0.146461636,-0.258149352,-0.158298045,-0.251989583,-0.351150313,-0.496670391,0.11052162050682084,-0.097155196,-0.197634167,-0.157709408,-0.235675497,-0.060518554,0.12374182292771993,-0.41908122,-0.407184372,-1.017085197,0.010926208835442755,-0.294636311,0.1631253646531791,-0.462054921,-1.022700216
461,12/1/1964,-0.26702,0.16166,-0.337662901,-0.696892986,-0.679138552,-0.516460241,0.078560836,-0.210168748,-0.003172052,-0.691154899,-0.365251492,-0.118493662,-0.099875789,-0.269947444,-0.562591497,-0.340535509,0.069850405,-0.193597508,-0.516641242,-0.430497168,-0.435764523,-0.036554008,0.11009813820842947,-0.433983947,-0.416374073,-0.427615215
462,1/1/1965,0.9781,1.13977,0.7564821511303169,0.945334123,0.9198876949527229,1.164242174160708,0.9742570462007019,0.711488295,0.8464325887097822,0.829213574,0.7756285283072852,0.6606112489686877,0.9188232240197702,0.787666173,0.9210253257093534,0.9654620897804543,0.7792423590272276,0.6371454208649104,0.8128567101401573,0.7710617519225388,0.960608111,0.799831548,0.071890446,0.435047411,0.5519252868647374,0.45068606680716233
463,2/1/1965,0.15135,1.29112,-0.085904808,0.23118879354453048,0.32445085390298606,0.3510386422073847,0.3476557928351844,0.5083718127144287,0.454264576,0.40223753995883454,0.36119541817841566,0.4604103307210354,0.5982829031720648,0.7245910691776752,0.3886922150351269,0.314624308,0.066178283,0.46932621913274536,0.5712680765536673,0.3924564041568165,0.079493089,-0.167369896,-0.221661429,-0.244043818,-0.304674727,-0.401844028
464,3/1/1965,0.1255,1.41662,0.17533238941862636,0.024413671,0.21956277176738417,0.27759334545161357,0.16877022981231604,-0.502483143,0.034280683814607346,0.12014592538730416,-0.120956776,-0.1806978,-0.216661798,-0.280482893,0.022406362,-0.118136388,-0.311136588,-0.25834359,-0.274152055,-0.155453672,0.1031592596141805,-0.489279791,-0.569129609,-0.630533292,-0.342300434,-0.129067834
465,4/1/1965,0.42767,1.84429,0.47635877499973456,0.6029701023989524,0.5383972466312678,0.5001915420398203,-0.101648876,0.6399526857676899,0.4877513061585214,0.643068713,0.5919110880032583,0.29300239327325467,0.35943293512796204,0.541282121,0.48701656424178713,0.9225625099393039,0.2780580125916671,0.4249383413739773,0.7103136221268062,0.6277019098225497,0.16113366679662441,0.7712495668602198,0.2125889153728141,0.2839335504001682,0.2724350567135512,0.60184502
466,5/1/1965,-0.13936,1.70493,-0.533266666,-0.39593655,-0.354390556,-0.423992454,0.023476236595050947,-0.307114436,-0.424089123,-0.214499439,-0.553260423,-0.224661511,-0.161107279,-0.419684477,-0.403918081,-0.324935662,-0.339841205,-0.189149007,-0.437852769,-0.31424983,-0.78619865,-0.36789169,-0.023606151,-0.234556023,-0.267553781,-0.824694259
467,6/1/1965,-1.66101,0.04392,-1.663512987,-1.721127086,-1.576387132,-1.755503109,-1.566924302,-1.59958135,-1.828593645,-1.785845419,-1.542721275,-1.151128254,-1.878926261,-1.891482757,-1.891027776,-1.649588922,-1.269388094,-1.550856427,-1.804613647,-1.958870614,-1.653912553,-1.151997816,-1.041610281,-1.351835998,-0.991969575,-1.164006003
468,7/1/1965,0.21958,0.2635,0.340943,0.4164306579695436,0.15543696368969506,0.4378347326033587,0.4028658376484603,0.086479148,0.30807866889914165,0.4150329129574116,0.5079708089067962,0.097269767,0.6326530671513781,0.2915959129443953,0.6103925682394078,0.5654205532452089,0.27536857094728107,0.42048984071456463,0.5642637672631378,0.2837886939178546,0.8626017156287188,0.11798065909427559,-0.211973697,0.2270298090771011,0.6681674798097001,0.6690386342568455
469,8/1/1965,0.23158,0.49508,0.6236738505621584,0.6633322101983781,0.4553003172939211,0.4085362725743213,0.8939996773456546,0.5095372620640771,0.6671727032139827,0.6824005765711589,0.41765734570495616,1.1043034926888342,0.6215893204350821,1.3061635728151666,0.39534807684248524,0.8800005891287805,0.4830072579023184,0.6155828194153556,0.8451966067501446,0.35184701763152976,0.6270196359547443,0.4893331155609582,0.081600813,0.5770419354912233,0.045334785,0.19832762585712904
470,9/1/1965,0.35291,0.84799,0.6945078253852017,0.025711251076281385,0.4622905772895967,0.30622267262517566,0.6894674386205827,0.43657356686425836,0.30167204369922174,0.6250253822847853,0.2051644987743855,0.2391533501399146,0.3677579510997323,0.4344141436943619,0.774344103,0.5345247519428455,0.3953245642911162,0.6011689002481758,0.096816178,0.33247246138968967,0.4511427985579303,0.6310485504124596,0.30948887496661504,0.3322706418761365,0.5501375925639737,0.3845595826678838
471,10/1/1965,0.6899,1.53789,1.1305178074869349,0.81112493,0.7461566610748683,1.2130888726104248,0.4472736141632536,1.1053281014279956,0.45788961334993095,0.8492225700424636,0.6211028332899524,0.5370752088392605,0.563785778,0.8808734463718654,0.8767822792930943,0.6257264561151772,0.5261245242652002,0.45875860184575634,0.3598179852287124,0.6454734639647074,1.175985689659269,0.46252151086373705,-0.163104971,0.48842777255671843,0.7385395401668278,0.7390779281085074
472,11/1/1965,0.43862,1.97651,0.8115848466149904,0.26134520984922316,1.1233059699369063,0.7992620649680923,0.073905407,0.6502447525596554,0.5586907723077752,0.7372723283143325,0.4351595824566603,0.3771042236400739,0.35810891297994635,0.9022981465531843,0.2531881829628738,0.2903466239449873,0.4627502455167182,0.3224479943038416,0.5140728881184297,-0.034496279,0.7286419340900953,-0.274573655,-0.625581022,0.072807083,-0.462875157,-0.602393311
473,12/1/1965,0.82509,2.8016,0.8119882127518717,0.1676237983924822,0.43856813016490787,0.5734456579797412,0.40097021379221043,0.43378305433693126,0.3623286072166712,0.39843601609693835,0.9635413812635962,0.26776878368903245,-0.041691364,0.5591098298872861,0.1386801930934242,0.6813051325563685,0.045904030647418326,0.047223726432408235,0.09493502,0.6147987324275754,0.701376997,0.008814555,-0.262087341,0.091322101,0.39713199211624395,0.29358675685497093
474,1/1/1966,0.61847,3.42007,0.7881752047424166,1.1505981394440277,1.454582765771088,1.3048875276878114,0.7747983889732397,0.8703833614066222,0.6309941138497289,0.720768152,0.7107917885015671,0.5441142994449257,0.22915278322115126,0.3524106123581575,0.692940779,0.610987639,-0.018228809,0.1691592663412865,0.8289666215083752,0.5998967499453429,0.8446592963795263,-0.286561023,-0.340766215,0.1764359119962519,0.4505525041625991,0.36929962478958867
475,2/1/1966,0.78501,4.20508,0.6764860026266848,0.11399596656523733,0.5771769530620451,0.7856404318387682,0.642048965,0.575590335,0.079288572,-0.2277955,0.2965988737535535,-0.196076682,0.05973236,0.6931223123058481,0.1293076529973483,0.5518635431655382,0.047369432,-0.340514584,-0.127261683,-0.120721959,0.22565440077294757,-0.491434104,-0.734522743,-0.60907061,-0.609402994,-0.496836376
476,3/1/1966,0.14346,4.34854,-0.377135159,-0.594499141,-0.341315865,-0.464841421,-0.097439476,-0.516353632,-0.601751838,-0.929519717,-0.53937713,-0.385596546,-1.070347749,-0.691620924,-0.900837349,-0.866439449,-0.129082076,-0.473600515,-0.922130713,-0.714861824,-0.788409321,-0.520869279,-0.993805396,-0.458624579,-0.642401728,-1.090018328
477,4/1/1966,1.29146,5.64,0.5021598018266759,0.7078605569315055,0.912059971,0.4988851397981775,0.21091998379245896,0.5983083899922255,0.5029333927667352,1.156144625838769,1.19430509,0.4293618202016984,0.47748855377775057,0.4752783195447858,0.6347650534581891,0.20959546677055899,0.5034883904249507,0.33276307661889887,0.49944388785735244,0.7136307384252764,-0.079829425,0.2431654705246581,0.24104097078262673,0.055420468591671816,0.3145194837232979,0.12919539243879244
478,5/1/1966,-1.61311,4.02689,-2.062917492,-1.881287879,-2.053758653,-2.131476115,-1.511296105,-1.795869285,-1.769300957,-2.108548435,-1.615724657,-1.045985664,-1.422047934,-1.830569779,-2.20265018,-1.883839874,-1.043423275,-1.19017821,-1.621280855,-1.986814305,-1.963063693,-1.102000679,-1.105418033,-1.335831101,-1.352621126,-1.163579151
479,6/1/1966,-0.18106,3.84583,-0.173651349,0.030556644763582226,0.018691070718055654,-0.174660806,0.11004770550069501,-0.17170892,-0.229162616,-0.35791888,-0.173527539,-0.101645752,-0.237918701,0.28768443098468655,-0.339823878,-0.300168372,-0.309981507,-0.25912062,-0.240831555,0.4189554141750227,-0.028812632,-0.633704115,-0.547988623,-0.356907127,-0.012081749,-0.402448734
480,7/1/1966,-0.34611,3.49972,-0.418609841,-0.562831619,-0.224566559,-0.381454722,-0.564850141,-0.488793217,-0.383101078,-0.546567184,-0.442658456,-0.285366017,-0.575381113,-0.377405092,-0.369513291,-0.452570775,-0.287431573,-0.515618449,-0.620425094,-0.762100911,-0.593184832,-0.570013223,-0.537712384,-0.388571491,-3.06E-05,-0.425587668
481,8/1/1966,-1.61357,1.88615,-1.657131159,-1.771929807,-2.075344712,-1.896801664,-1.904387164,-1.914695874,-1.967870447,-2.019129176,-1.964824624,-1.779412998,-1.744547082,-1.789056966,-2.197585516,-1.690209303,-1.863030617,-1.659699,-1.839835317,-1.686241516,-1.790614252,-1.75230474,-2.186505599,-1.513473942,-1.500389834,-1.61022638
482,9/1/1966,-0.33088,1.55527,-0.456396605,-0.490479215,-0.524737552,-0.416552333,-0.378270575,0.011676997629768909,-0.52498001,-0.52453689,-0.551531016,-0.487648057,-1.021141282,-0.166617491,-0.299073703,-0.43658262,-0.366614942,-0.188158293,-0.37381337,-0.87866489,-0.315771381,-0.474199596,-0.010274201,-0.108451253,-0.135138212,-0.477414611
483,10/1/1966,-1.06792,0.48735,-0.856146852,-0.879769641,-0.473259158,-0.468569447,-0.871104901,-0.29603446,-0.356882368,-0.217522114,-0.255802463,-0.382872724,-0.005906491,0.48958766058331804,0.7320221361942815,0.065026753,-0.078672286,0.7333806709379681,0.6177166533060069,0.3413384483113897,0.091111962,0.4575303290823928,0.959925044,1.896282983315806,1.1285513415005324,0.9686353597345613
484,11/1/1966,0.93915,1.4265,0.44404626624885285,0.5648968055611105,0.2098208446340466,0.33337034847589875,0.9230752020819569,0.30336763063331845,1.0892741915257957,0.082890992,0.1904805544913913,1.2718032443619063,0.8895677757355316,0.11107807215060321,0.6229475029022672,-0.232045662,1.306183281210947,0.1336101126001287,-0.060200424,0.35388540301754556,-0.074482687,0.5477342083700205,0.2824628175606355,-0.775176109,-0.497577458,-0.383275967
485,12/1/1966,0.39891,1.82541,0.24240641560859766,0.1668189702884899,0.003411627,-0.1966466,0.5388210956915535,0.3298282553042087,0.036505954,0.15799426783671863,-0.090227781,0.2866060022446283,0.3642755914775539,-0.031189799,0.36977249123870043,-0.181616286,0.3676198673518314,0.28899682340642435,0.021589895745174656,0.4809975324775442,0.11445253018267904,-0.385552795,-0.214372995,0.12268709279429375,-0.220800317,-0.211201267
486,1/1/1967,2.52914,4.35455,2.620120139122547,2.8709756994493736,3.451609463704368,2.532682590546868,2.2430008808708433,2.520052294,2.858938405011808,3.0417931814334347,2.997692009631141,2.4374766486600916,2.3764083733778305,2.1643505770505493,2.3332905340992314,2.1994370172065394,1.5338893404356342,1.1010521643034832,1.7546561373447476,2.190866439,2.1395638649635713,1.4353327018190767,1.4143430743809136,0.9274916058491491,1.4609783546519846,2.2619256826694127
487,2/1/1967,0.77712,5.13167,0.6859362949764748,0.7271271562372814,0.4509420867342701,0.7048984006113826,0.328518355,0.3183050800443049,-0.026429717,0.40514895091648173,0.051711676,0.1857021686495034,0.21215814277333256,0.11636545228709383,-0.089695427,-0.095698946,0.3155722755287446,-0.269066613,-0.302209317,0.078624215,-0.18220575,0.2698490962018448,-0.029196968,-0.393591732,-0.378517017,-0.427757499
488,3/1/1967,0.82869,5.96036,0.7308972133052763,0.6481226015392575,1.0811251345595778,0.591448518,0.8340923881238774,0.830922231,1.0806243502194612,0.9990767862765249,0.7587828255965874,0.6862886273084844,0.7633503767212625,0.6951271925063018,1.316612494236484,0.4856486072595988,0.8784413796797753,0.5677177293507585,0.8124364515827256,0.7640362488930666,0.9046215933737239,0.697341683,0.49437064790802265,0.5378011523206421,0.7913291012835015,0.7550848769318937
489,4/1/1967,0.72478,6.68513,0.37159882687828455,0.3678617456531077,0.5369274120111501,0.359291281,0.31851057604534355,0.44528981481726265,0.7714014963824284,0.43135164953530725,0.350482704,0.7304665720444755,0.43252621261431146,0.3351922294601435,0.8450359530049365,0.28469083518198635,0.996880252,0.35955120941073304,0.5873779879218851,0.5353214925223359,0.28354312304971235,1.243940077357529,0.46594122738715976,-0.171457581,0.5546383758623674,0.12416209630877206
490,5/1/1967,-0.10113,6.58401,-0.048939183,-0.265652948,-0.366627784,-0.36655855,-0.292089382,-0.096693377,-0.356397833,-0.661948069,-0.779796693,-0.59047999,-0.405344022,-0.513501077,-0.410496323,-0.558578828,-0.550255534,-0.274350422,-0.77409964,-0.280527416,-0.340568593,-1.408062506,-1.184119542,-1.178937054,-0.97779421,-0.84472073
491,6/1/1967,1.8671,8.45111,1.4125859846346234,2.0022540990380473,1.9017372211912855,1.2374166314273578,1.3045555647415241,0.9369288777935885,0.9521867688305898,1.3080943162015828,0.8363339075622809,0.6842993190938399,1.2935940410670248,0.607914904,0.8080115088986984,0.36415888804003244,0.38142911579512145,0.2433074192538543,0.3358232228305844,1.2334981724568355,0.8308983005274709,0.08910006,-0.104005276,0.1812719240067109,0.4188156723996267,0.3608337274118866
492,7/1/1967,1.09401,9.54512,1.1907346093499247,1.5231678513390954,1.0935674555298758,1.7040730711829521,0.8779286897996543,0.8466311753651966,1.4375648970721442,1.5163436477581358,1.1076105707009996,0.6975511722775489,0.6583898812340406,0.9756335193756623,1.2139414597678762,1.7510764733885815,0.6603724863474716,0.6858458189135893,0.8380522112738047,1.0621946394339883,1.293631065156602,0.7383162990380165,1.091841176625138,0.25563136582467266,1.042594793180275,0.9577328490359658
493,8/1/1967,-0.19653,9.34859,-0.072017488,-0.083942472,-0.197169525,0.096991201,-0.260351621,-0.385133884,-0.104027048,-0.154509538,-0.048273654,-0.573295427,-0.034182526,0.053211726,0.012762154411360485,-0.332836883,-0.316256871,-0.37472336,-0.476436507,0.11155502387420398,0.44146040421619787,-0.33133235,-0.465869246,-0.528171038,-0.096650205,0.048111303898993936
494,9/1/1967,1.33937,10.68795,1.2548842310475068,1.199807629230988,1.0704602880136083,0.5382046609246945,0.5731653396753736,0.7665598806104801,1.135466497589084,0.7870630188957526,0.2639483149825336,0.7282477282666028,0.16866492207549985,0.3240671099164493,0.642294133,0.23714844366971582,0.468749769,0.087357361,0.32405598322249496,0.565382729,-0.139825996,0.6073724317060829,0.49765270680573387,0.5421535631300551,0.15129247821473016,-0.146479837
495,10/1/1967,0.14103,10.82898,-0.76174477,-0.425485239,-0.466525265,-0.637637015,-0.335005748,-0.502647291,-0.088216861,-0.7903654,-0.974707238,-0.643839357,-0.430808777,-0.829977314,-0.830591811,-0.680558153,-0.912709515,-1.319534393,-1.357338468,-0.749494585,-1.117250852,-0.281121915,-1.110714597,-0.842534847,-1.437568153,-1.348317126
496,11/1/1967,-0.19138,10.6376,0.39675158669952376,-0.317868224,-0.490948447,-0.420949492,0.011963109,-0.103062312,0.24629152446405927,-0.23365541,-0.163487372,0.3591698449665091,-0.262059434,-0.07590649,-0.297133219,-0.364745661,0.4016171681385579,-0.08487149,-0.204549233,-0.127846413,-0.326173529,0.071140338,-0.108758603,-0.209040302,-0.306062819,-0.180147786
497,12/1/1967,1.63888,12.27648,1.3565036856746668,1.1306909626677275,1.3801681153525753,1.391731413287748,1.5405467964339181,0.8850253447853035,1.4975933600797977,1.0638695880983051,1.2974289736787679,1.0353510094950775,0.8170911660989431,0.8481270697644547,0.770443729,0.8917680063461288,0.067092004,0.3418543356084409,0.616956185,0.6827581053943567,0.42901895591160016,0.21023220270245493,0.49414429901852536,0.28628247051953387,0.9877020622979966,0.30667688389276243
498,1/1/1968,0.24376,12.52024,0.15136091614111086,0.35160093293979305,0.33133856729725814,0.7852899336763763,-0.705920796,-0.629221656,-0.204559021,-0.00307908,0.14948720949197453,-1.154234635,-0.320969351,-0.328482084,-0.337204224,0.30913734899937545,-1.544142142,-0.179533253,-0.791870573,-0.23338728,-0.282388542,-1.562106586,-1.502931953,-0.079297009,-0.672918721,-0.875596356
499,2/1/1968,-1.35606,11.16418,-1.164361799,-1.116996831,-1.399836066,-1.1858958,-1.110106829,-1.125538931,-1.80765098,-0.839636858,-1.095317345,-1.172827016,-0.942715642,-0.808139844,-0.646983168,-1.018993799,-1.075334535,-0.908485162,-0.772038371,-1.282087086,-0.865405777,-0.846554555,-0.74423311,-0.677603809,-0.878082932,-0.519726313
500,3/1/1968,-0.2596,10.90458,-0.160657197,-0.252118695,-0.567191845,-0.258748502,-0.24500543,-0.434378222,-0.156159391,-0.466475567,-0.27436156,0.15730096829273174,-0.369867484,-0.610069474,-0.092218057,-0.329527824,-0.078603325,-0.253137484,-0.519623077,-0.296082473,-0.25719718,0.4488704153933938,-0.503329987,-0.27893219,-0.56784436,0.17307221771356388
501,4/1/1968,2.57112,13.4757,2.3856923839272284,2.588398909631328,2.549900106462683,2.2681361366142045,2.4956763901803773,1.974704071926982,2.8443126359979853,1.9941859251890584,1.850454818561525,2.286748295473562,1.8861937073974202,1.4331196631556613,1.7661257267946604,2.771127522,2.019850757563548,1.1774731319634368,1.5599563513802874,2.1997720060258676,1.7900722716798705,2.0938700792431066,1.4295310848661833,0.5655276211806068,1.787810936226929,1.681282506850417
502,5/1/1968,1.25745,14.73316,1.6405022579060013,1.5275697683160334,1.7844922735865552,1.6466869629585952,1.4861730562631055,1.1070516532831094,1.2512523401377773,1.068876473184705,0.8424508832614127,1.1859416413436705,0.5467730004273423,0.8348791358908688,0.7540660400227334,0.9915631328479155,0.6144450982664169,0.7099337700824611,0.33320160992470066,0.2815919873368084,0.8560725258159755,0.2802580564979815,0.039477285,-0.371944821,-0.400200698,0.639977129
503,6/1/1968,-0.22521,14.50794,-0.130419142,0.034728610853664965,0.16155557757344047,-0.206731388,-0.205740927,0.066436702,-0.521839508,0.033971869844712704,-0.089843468,-0.437043117,0.33222700057969307,0.42570667380415594,0.084210793,-0.037790422,-0.16837206,0.48504166469372706,0.5066082956459511,0.3467213689424219,-0.649445541,-0.224128591,-0.012990388,0.7120587850975133,0.47719966509280853,-0.473484016
504,7/1/1968,-0.66905,13.83889,-0.824597858,-0.816467447,-0.347588298,-0.122739283,-1.368873424,-0.674674181,-0.576215066,-0.309148111,-0.260318136,-0.998777849,-1.043141815,-0.84813917,-0.406188447,-0.257927227,-1.14881146,-0.792629887,-0.91344537,-0.538274321,-0.572586181,-1.317901286,-0.497467551,0.4731597917808408,0.006278923,-0.075746909
505,8/1/1968,0.48782,14.32671,0.6957899534631456,0.6157488016827491,0.5742543749220439,0.5502649840579089,0.11760232410427883,0.2980328272722518,0.423523543,-0.015336676,0.9157264874478702,0.3123445900679525,0.3121127463036728,0.31007225988975295,0.3093652090045712,0.6119330847140675,0.11815691482448255,0.0668049,0.14066315368417534,0.14848344261503488,0.29922346078897816,0.048146774,-0.124286137,0.2893683067547792,0.1571813535584229,0.24771795572662256
506,9/1/1968,0.83463,15.16134,1.0600871988007732,0.9734209811222848,0.7581204312386162,0.7876796938745033,0.8787371176207021,0.8321040954435227,1.064742380186046,0.8384855831349619,0.7709046858171181,1.0000331374996956,1.0401979666844479,0.5438373601250064,0.8618405487051471,0.8192050806644032,0.9985180530973969,0.9350784104431269,0.8636479586526251,1.121129704284039,0.8339144092073736,0.20852581576866203,1.0130038584132226,0.33703756800073176,0.6902297306508915,1.353122270472303
507,10/1/1968,-0.29116,14.87018,-0.160570761,0.048016487101211994,-0.156185067,0.04205858,-0.173682583,-0.045134554,0.063819354,0.2345810656397965,-0.061900739,-0.131332351,0.22438267603035478,0.31066193053694513,0.31033545125054174,-0.06100448,-0.132081838,-0.195248698,0.3066852961819819,-0.044866317,0.20541562605155642,-0.576006907,0.2588319934971157,0.2531212453049582,0.5912966248768544,0.017146750675087565
508,11/1/1968,0.81349,15.68367,0.9564941312895868,0.8856454425970793,0.8486348980774867,0.8692661070385606,1.2672563776876675,1.346740264600939,1.1473465700886556,1.4658668284796907,0.729254807,1.1742047228772676,1.112837811928326,1.415291953922215,1.5906089044985798,1.0827479540687157,1.026412390152632,1.2684634249271431,1.206759052327275,1.2278183995851215,1.1572378322966934,1.130913272830421,0.4542389898001486,1.1297290224008185,0.7611065517517642,0.539826986
