YEAR,MONTH,RET 1,RET 2,RET 3,RET 4,RET 5,RET 6,RET 7,YTM 1,YTM 2,YTM 3,YTM 4,YTM 5,YTM 6,YTM 7,MAT 1,MAT 2,MAT 3,MAT 4,MAT 5,MAT 6,MAT 7
1996,12,0.00286,-0.00011,-0.01131,-0.01519,-0.02122,-0.02497,-0.0315,5.501,5.7655,6.1141,6.238,6.3154,6.6193,6.5315,0.9993,1.9986,4.9144,7.1239,9.7878,19.8741,29.8727
1997,1,0.00486,0.0047,0.0031,0.00305,-0.00009,-0.00638,-0.01301,5.5797,5.8158,6.1321,6.2776,6.3909,6.7308,6.6734,0.9993,1.9986,5.0404,7.039,9.7029,19.7892,29.7878
1997,2,0.00356,0.00165,-0.0014,-0.00171,-0.00215,-0.00085,-0.00269,5.6987,5.9873,6.2942,6.3927,6.4898,6.7928,6.7337,0.9993,1.9986,4.9637,6.9624,9.6263,20.2081,29.7112
1997,3,0.00222,-0.00099,-0.01026,-0.01343,-0.01925,-0.02373,-0.03082,5.9655,6.3065,6.652,6.7555,6.782,7.0819,6.9698,0.9993,1.9986,4.9144,7.1239,9.8782,20.1232,29.8782
1997,4,0.00637,0.00828,0.01314,0.01621,0.01904,0.02239,0.0234,5.8769,6.167,6.4794,6.5636,6.6006,6.9217,6.834,0.9993,1.9986,5.0404,7.0418,9.796,20.0411,29.796
1997,5,0.00631,0.00695,0.00935,0.01022,0.01119,0.01177,0.01136,5.7967,6.1103,6.3799,6.4738,6.5221,6.8615,6.7897,1.0021,2.0014,4.9582,6.9596,9.7139,19.9589,29.7139
1997,6,0.00603,0.00752,0.00943,0.01182,0.01749,0.01995,0.02208,5.6867,5.9815,6.29,6.3765,6.3884,6.7288,6.6644,0.9993,1.9986,4.9172,7.1266,9.8727,19.8741,29.629
1997,7,0.0074,0.01171,0.0247,0.03259,0.0403,0.05691,0.06886,5.4974,5.6518,5.8128,5.893,5.9215,6.2535,6.1966,0.9993,1.9986,5.0404,7.0418,9.7878,20.0411,29.5441
1997,8,0.00286,-0.00005,-0.00801,-0.01264,-0.02031,-0.02681,-0.03753,5.6865,5.8787,6.1129,6.2115,6.2704,6.5625,6.5277,1.0048,2.0041,4.961,6.9624,9.7084,19.9617,29.4648
1997,9,0.00629,0.00837,0.01333,0.01827,0.02241,0.02869,0.0342,5.5598,5.7056,5.9241,6.0058,6.0059,6.3505,6.291,0.9993,1.9986,4.9172,7.1266,9.8727,19.8741,29.8727
1997,10,0.00562,0.00778,0.01264,0.01792,0.02477,0.03195,0.03861,5.5219,5.5803,5.7265,5.7734,5.7453,6.106,6.0522,0.9993,1.9986,5.0404,7.0418,9.7878,19.7892,29.7878
1997,11,0.00291,0.00181,0.00114,0.00189,0.00118,0.01307,0.01138,5.6574,5.7282,5.8088,5.8194,5.7891,6.0281,6.0034,1.0048,2.0041,4.9637,6.9651,9.7112,19.7125,29.7112
1997,12,0.0063,0.00796,0.00978,0.01341,0.01481,0.02077,0.02543,5.5231,5.5732,5.6392,5.6741,5.6591,5.9176,5.8269,0.9993,1.9986,4.9144,7.1266,9.6208,20.3696,29.8727
1998,1,0.00691,0.01019,0.018,0.01833,0.02111,0.019,0.02061,5.3136,5.277,5.3212,5.4293,5.4342,5.7898,5.7165,1.0021,2.0014,5.0431,7.0445,9.5387,20.2875,29.7906
1998,2,0.00263,0.0003,-0.00478,-0.00421,-0.00775,-0.00779,-0.01203,5.4542,5.4712,5.5301,5.5823,5.6007,5.9028,5.8337,1.0021,2.0041,4.9665,6.9678,9.462,20.2108,29.7139
1998,3,0.00467,0.00448,0.00245,0.00204,0.00254,0.00415,0.0035,5.4506,5.5047,5.5577,5.634,5.5717,5.9125,5.8454,0.9993,2.0014,4.9144,6.8802,9.8782,20.1232,29.6263
1998,4,0.00471,0.00447,0.00483,0.00365,0.00332,0.00175,0.00305,5.4557,5.5187,5.5976,5.6436,5.5883,5.9417,5.8581,0.9993,2.0014,5.0404,7.0418,9.796,20.0411,29.5441
1998,5,0.00434,0.00506,0.00581,0.01023,0.01009,0.01913,0.02423,5.4677,5.4763,5.5608,5.54,5.514,5.8067,5.7178,1.0048,2.0068,4.961,6.9624,9.7166,19.9617,29.4648
1998,6,0.00528,0.00568,0.00726,0.01097,0.01354,0.02374,0.03075,5.4143,5.4028,5.4161,5.4633,5.3653,5.6386,5.5408,0.9993,2.0014,4.9172,7.1266,9.8754,19.8741,29.3771
1998,7,0.00482,0.00479,0.00375,0.004,0.00036,-0.00338,-0.00767,5.4406,5.4203,5.4405,5.4748,5.4206,5.7138,5.628,0.9993,2.0014,5.0404,7.0418,9.7906,19.7892,29.2923
1998,8,0.00836,0.01617,0.02868,0.03474,0.03693,0.05026,0.06025,5.0234,4.7949,4.884,4.9444,5,5.3178,5.2523,0.9993,2.0014,4.9555,6.9569,9.7057,20.2081,29.2074
1998,9,0.00748,0.01232,0.02699,0.04036,0.05273,0.03075,0.05206,4.5821,4.3263,4.3838,4.3209,4.3694,5.0847,4.9108,0.9993,2.0014,5.1253,7.1266,9.6235,20.1259,29.8754
1998,10,0.00514,0.00472,-0.00017,-0.00205,-0.01032,-0.02129,-0.02263,4.442,4.267,4.4796,4.4177,4.5572,5.3176,5.087,1.0021,2.0041,5.0431,7.0445,9.5414,20.0438,29.7933
1998,11,0.0015,-0.00071,-0.00452,-0.00785,-0.00661,0.01322,0.00954,4.6424,4.498,4.6938,4.6211,4.6997,5.2381,5.0528,0.9993,2.0014,4.9582,6.9596,9.4565,19.9589,29.7084
1998,12,0.00393,0.00302,0.00177,0.00453,0.00965,-0.00415,0.00042,4.6043,4.5572,4.5862,4.6523,4.5907,5.3152,5.0277,0.9993,2.0014,5.1253,7.1266,9.8754,19.8741,29.8754
1999,1,0.00376,0.00358,0.00647,0.00354,0.00329,0.00989,0.00545,4.6346,4.5506,4.5217,4.6551,4.5953,5.2668,5.0183,1.0048,2.0068,5.0459,7.0472,9.796,20.0465,29.796
1999,2,-0.00022,-0.00669,-0.02596,-0.03306,-0.04401,-0.04989,-0.07445,5.0136,5.095,5.218,5.3044,5.2191,5.7763,5.5588,1.0075,2.0068,4.9692,6.9706,9.7194,19.9699,29.7194
1999,3,0.00659,0.00804,0.0089,0.00493,0.00863,-0.00069,-0.00121,4.8223,4.9357,5.1215,5.3022,5.1685,5.8303,5.5438,1.0021,2.0014,4.8789,6.8802,9.629,19.8795,29.8809
1999,4,0.00381,0.00292,0.0023,0.00368,-0.00347,0.00315,-0.00068,4.8847,5.0107,5.2164,5.3441,5.2705,5.8454,5.5792,1.0021,2.0014,5.0431,7.0418,9.5469,19.7974,29.7988
1999,5,0.00102,-0.00182,-0.01321,-0.01691,-0.02253,-0.01499,-0.01917,5.1414,5.3488,5.6327,5.7263,5.6286,6.0076,5.7408,1.0103,2.0096,4.9665,6.9651,9.4702,20.2163,29.7221
1999,6,0.0047,0.00352,0.0032,0.00066,-0.00715,-0.01314,-0.01387,5.136,5.4485,5.678,5.8118,5.6957,6.179,5.8741,1.0021,2.0014,4.8761,7.0418,9.8754,20.1259,29.6318
1999,7,0.0045,0.0024,0.00035,-0.00549,-0.00417,-0.00654,-0.01408,5.2813,5.552,5.837,5.998,5.8124,6.2875,6.0084,1.0048,2.0041,5.0459,6.9596,9.7933,20.0438,29.5496
1999,8,0.00363,0.00362,0.00193,0.00021,-0.00452,-0.00361,-0.00457,5.4481,5.6412,5.9124,6.0839,5.9409,6.3727,6.0785,1.0021,2.0014,4.9582,7.1239,9.7057,19.9562,29.462
1999,9,0.00563,0.00669,0.00974,0.01036,0.01203,0.00749,0.00641,5.3859,5.5607,5.7968,5.9895,5.7872,6.3522,5.9562,1.0021,2.0014,4.8761,7.0418,9.8754,19.8741,29.8754
1999,10,0.00289,0.00106,-0.00113,-0.0003,-0.00611,-0.00144,-0.01053,5.5158,5.7322,5.9748,6.0796,5.9307,6.4125,6.0665,1.0075,2.0068,5.0486,6.9624,9.796,19.7947,29.796
1999,11,0.00275,0.0015,-0.00091,-0.00121,-0.00659,-0.00384,-0.0112,5.7576,5.9169,6.1235,6.1958,6.0911,6.5069,6.1876,1.0021,2.0014,4.961,6.8747,9.7084,20.2108,29.7084
1999,12,0.00324,0.00114,-0.00485,-0.0084,-0.0124,-0.01527,-0.01961,5.9815,6.1355,6.367,6.4338,6.3342,6.7056,6.3739,1.0021,2.0014,4.8761,7.1266,9.6235,20.1259,29.6235
2000,1,0.00248,-0.00142,-0.00559,-0.00505,-0.0098,0.01704,0.00449,6.2357,6.4987,6.642,6.621,6.5471,6.5981,6.381,1.0021,2.0014,5.0431,7.0418,9.5387,20.0411,29.5387
2000,2,0.0058,0.00684,0.00917,0.00951,0.0136,0.03068,0.03678,6.2182,6.4302,6.5458,6.5438,6.4285,6.3578,6.147,0.9993,1.9986,4.9637,6.9624,9.4593,19.9617,29.4593
2000,3,0.00534,0.00659,0.01763,0.02703,0.03475,0.03498,0.04866,6.299,6.3863,6.2591,6.185,5.9157,6.0902,5.7435,0.9993,1.9986,4.8789,7.1211,9.8782,19.8768,30.1218
2000,4,0.00355,0.0015,-0.00427,-0.00672,-0.01003,-0.00783,-0.01347,6.4494,6.5697,6.4194,6.3904,6.1145,6.205,5.871,1.0048,2.0041,5.0459,7.0445,9.8015,20.0465,30.0452
2000,5,0.0043,0.00493,0.0049,0.00584,0.00177,-0.00425,-0.00088,6.6387,6.6097,6.4392,6.3881,6.1664,6.2983,5.9152,0.9993,1.9986,4.9555,6.9541,9.7112,19.9562,29.9548
2000,6,0.00779,0.0114,0.0185,0.01904,0.02207,0.021,0.02056,6.3978,6.2968,6.1585,6.1389,5.9327,6.1534,5.8051,0.9993,1.9986,5.1253,7.1239,9.629,19.8741,29.8727
2000,7,0.00548,0.00675,0.0072,0.00859,0.00464,0.01851,0.02027,6.366,6.2242,6.1129,6.0799,5.9385,6.028,5.6978,0.9993,1.9986,5.0404,7.039,9.5441,20.0411,29.7878
2000,8,0.00598,0.00777,0.0133,0.01584,0.0166,0.02242,0.02077,6.2864,6.104,5.919,5.8896,5.7748,5.8668,5.5866,0.9993,1.9986,4.9555,6.9541,9.4593,19.9562,29.7029
2000,9,0.00534,0.00798,0.01,0.00702,-0.00132,-0.01349,-0.02458,6.2042,5.9168,5.795,5.8489,5.7191,6.0341,5.796,1.0021,2.0014,4.8761,6.8747,9.8754,19.8768,29.6235
2000,10,0.00496,0.00605,0.00809,0.00934,0.00865,0.01742,0.0184,6.2027,5.8328,5.7122,5.7744,5.6713,5.9232,5.701,0.9993,1.9986,5.0404,6.7871,9.7878,19.7892,29.5359
2000,11,0.00679,0.01029,0.01633,0.02485,0.02564,0.03049,0.02912,6.0167,5.5796,5.4397,5.4212,5.3947,5.6963,5.528,0.9993,1.9986,4.9582,7.2088,9.7057,20.2108,29.4538
2000,12,0.01,0.01292,0.02335,0.02303,0.03072,0.02613,0.02645,5.4314,5.0909,5.0028,5.1076,5.0446,5.5065,5.3772,1.0048,2.0041,4.8789,7.1294,9.6263,20.1314,29.3744
2001,1,0.01205,0.01352,0.01351,0.01192,0.00416,0.00251,-0.00192,4.6624,4.6093,4.8289,4.9829,5.0501,5.5286,5.4244,0.9993,1.9986,5.0404,7.039,9.5359,20.0411,29.2841
2001,2,0.00473,0.00687,0.01131,0.01285,0.01164,0.01864,0.0142,4.5322,4.4346,4.652,4.8262,4.9437,5.4001,5.3549,0.9993,1.9986,4.9637,6.9624,9.4593,19.9644,29.2074
2001,3,0.00737,0.00719,0.00826,0.00676,0.00275,-0.00732,-0.01476,4.1616,4.2374,4.5502,4.7785,4.854,5.5036,5.3689,1.0021,2.0014,4.8816,6.8802,9.8809,19.8823,29.8809
2001,4,0.00472,0.00215,-0.00824,-0.01545,-0.02745,-0.03112,-0.04311,4.035,4.3018,4.8953,5.1411,5.2648,5.8317,5.6982,0.9993,1.9986,5.0404,7.0418,9.796,20.0411,29.796
2001,5,0.00609,0.00538,0.00201,0.00314,0.00137,0.0037,0.0088,3.78,4.2518,4.9452,5.1617,5.3052,5.8425,5.6712,0.9993,1.9986,4.9555,6.9569,9.7112,19.9562,29.7112
2001,6,0.00277,0.00323,0.00223,0.00158,0.00216,0.00534,0.00415,3.8781,4.2594,5.0221,5.2054,5.3323,5.8364,5.6737,1.0021,2.0014,5.0431,6.8775,9.6318,19.8768,29.6318
2001,7,0.00775,0.01311,0.02241,0.02816,0.03053,0.03893,0.03858,3.4575,3.8323,4.5942,4.798,4.9944,5.5455,5.4466,0.9993,2.0397,4.9555,6.7899,9.5441,20.0411,29.5441
2001,8,0.00485,0.00713,0.01198,0.01463,0.01506,0.0236,0.02699,3.331,3.6189,4.4385,4.6859,4.85,5.3762,5.2955,0.9993,1.9548,5.1225,7.2088,9.4593,19.9562,29.4593
2001,9,0.01044,0.01781,0.02382,0.02521,0.0226,0.0049,-0.00266,2.5119,2.805,3.971,4.3332,4.5352,5.3695,5.3404,1.0048,1.922,5.0459,7.1321,9.8782,19.8795,29.3826
2001,10,0.0079,0.01204,0.02071,0.02863,0.03182,0.05198,0.0889,1.9551,2.4112,3.5699,3.9256,4.1878,4.968,4.8101,0.9993,2.0397,4.9555,7.0418,9.7878,20.0411,29.2923
2001,11,0.00124,-0.00528,-0.0183,-0.02973,-0.03521,-0.05166,-0.05537,2.0466,2.8011,4.0715,4.4932,4.6949,5.4777,5.2126,0.9993,1.9576,4.8734,6.9596,9.7057,19.9589,29.2101
2001,12,0.00207,0.00025,-0.00903,-0.0124,-0.01735,-0.01491,-0.02278,2.0678,2.9391,4.4412,4.7686,4.9767,5.6521,5.399,0.9993,1.9138,5.1253,6.8747,9.6208,19.8741,29.1253
2002,1,0.00069,0.00264,0.00392,0.00578,0.00461,0.01149,0.0101,2.269,3.1442,4.4379,4.7392,4.9718,5.5928,5.3615,0.9993,2.0397,5.0404,6.7899,9.5359,19.7892,29.0404
2002,2,0.00314,0.0054,0.01167,0.01298,0.01203,0.01254,0.00683,2.1918,2.9802,4.2438,4.6542,4.8621,5.5193,5.3427,0.9993,1.963,4.9637,7.2088,9.4593,19.7125,28.9637
2002,3,-0.00265,-0.00851,-0.02325,-0.02949,-0.03679,-0.04045,-0.05044,2.6902,3.6069,4.8687,5.2217,5.3352,5.9346,5.7237,1.0075,1.9247,4.8871,7.1321,9.8864,19.6359,28.8871
2002,4,0.00771,0.01358,0.02372,0.02862,0.02938,0.04014,0.03625,2.2414,3.2242,4.4804,4.8173,5.0257,5.6456,5.5135,0.9993,2.0424,5.0404,7.0418,9.796,20.293,28.7967
2002,5,0.00221,0.00441,0.01085,0.01131,0.00814,0.00153,0.00215,2.261,3.1291,4.3129,4.6915,4.9761,5.6741,5.531,0.9993,1.9576,4.9555,6.9569,9.7112,20.2081,28.7118
2002,6,0.0058,0.00943,0.01633,0.01849,0.02155,0.01825,0.01872,1.9512,2.7973,4.0102,4.4387,4.7477,5.5535,5.4321,1.0048,1.9247,4.8789,6.8802,9.6345,20.1314,28.6352
2002,7,0.00507,0.01588,0.02804,0.03014,0.03077,0.03002,0.03505,1.7227,2.2267,3.5497,4.053,4.4055,5.338,5.2288,0.9993,2.0424,5.0404,7.0418,9.5441,20.0411,28.5448
2002,8,0.00097,0.00457,0.01682,0.02209,0.03018,0.04555,0.06011,1.7465,2.0737,3.2263,3.728,4.0593,4.987,4.8615,1.0021,1.9603,4.9582,6.9596,9.462,19.9589,28.4627
2002,9,0.00403,0.0101,0.03021,0.03602,0.04689,0.04149,0.0429,1.4301,1.6658,2.599,3.1719,3.5633,4.6801,4.6145,0.9993,1.9192,4.8734,6.8747,9.8754,19.8741,28.3778
2002,10,0.00256,0.00236,-0.00348,-0.00844,-0.02022,-0.0281,-0.04198,1.337,1.6963,2.7337,3.3672,3.8544,4.9593,4.922,0.9993,2.0424,4.7885,6.7899,9.7906,20.0411,28.293
2002,11,-0.00035,-0.00505,-0.01708,-0.01925,-0.02116,-0.01197,-0.00334,1.4973,2.0519,3.3247,3.8719,4.162,5.0989,4.9705,1.0021,1.963,5.2129,7.2142,9.7112,19.9617,28.2136
2002,12,0.00448,0.01098,0.02805,0.03446,0.03597,0.04402,0.04264,1.2085,1.5425,2.7739,3.3483,3.7784,4.7688,4.7209,0.9993,1.9165,5.1253,7.1266,9.8754,19.8741,28.1259
2003,1,0.00044,0.00087,-0.00617,-0.00716,-0.00828,-0.00434,-0.00478,1.2842,1.6932,2.9676,3.5229,3.92,4.8637,4.7796,0.9993,2.0424,5.0404,7.0418,9.7906,20.0411,28.0411
2003,2,0.00168,0.0052,0.01669,0.02152,0.02623,0.03087,0.02901,1.2343,1.4767,2.6378,3.1946,3.6365,4.6356,4.6128,1.0021,1.9658,4.9637,6.9651,9.7139,19.9644,27.9644
2003,3,0.00214,0.0019,0.00002,-0.00225,-0.00565,-0.01128,-0.01793,1.1443,1.4406,2.6887,3.2811,3.7612,4.7632,4.757,1.0021,1.8809,4.8789,6.8802,9.8809,19.8795,27.8795
2003,4,0.00104,0.00163,0.00174,0.0024,-0.00007,0.00959,0.01138,1.1501,1.4923,2.8066,3.2863,3.7997,4.7158,4.7081,1.0021,2.0424,5.0431,6.7981,9.7988,19.7974,27.7974
2003,5,0.00108,0.00461,0.02521,0.03375,0.04246,0.05764,0.06419,1.1568,1.3057,2.284,2.9036,3.3267,4.3255,4.3258,1.0048,1.9603,4.961,7.2115,9.7166,20.2108,27.7153
2003,6,0.00216,0.00213,-0.00279,-0.00489,-0.00908,-0.01402,-0.02321,1.0388,1.2649,2.3928,3.0273,3.4819,4.4692,4.5036,1.0021,1.9192,4.8761,7.1266,9.8754,20.1259,27.6304
2003,7,-0.0009,-0.00681,-0.03069,-0.04695,-0.06682,-0.0936,-0.10492,1.2257,1.7216,3.1718,3.894,4.3563,5.3169,5.2822,1.0021,2.0424,4.7912,7.0418,9.7906,20.0411,27.5455
2003,8,0.00053,-0.00228,-0.00262,-0.00065,0.00467,0.0099,0.02302,1.2817,1.921,3.4896,3.9585,4.3416,5.2686,5.1523,1.0075,1.963,5.2156,6.9624,9.7112,19.9617,27.4661
2003,9,0.00381,0.01204,0.03342,0.04035,0.04677,0.0581,0.05523,1.0543,1.4083,2.7721,3.3383,3.8981,4.8406,4.8206,1.0021,1.9192,4.8761,6.8747,9.8754,19.8741,27.3785
2003,10,-0.00077,-0.0051,-0.01459,-0.01858,-0.02443,-0.02937,-0.03138,1.2385,1.8352,3.2235,3.7145,4.2461,5.1216,5.0637,1.0021,2.0424,5.0431,6.7899,9.7906,19.7892,27.2936
2003,11,-0.00045,-0.00145,-0.00068,-0.00009,0.00166,0.00389,0.00406,1.4332,1.9897,3.2946,3.8838,4.2661,5.1221,5.0626,1.0075,1.9658,4.9665,7.217,9.7139,19.7125,27.217
2003,12,0.00384,0.00683,0.01005,0.01137,0.01031,0.01605,0.01321,1.2264,1.7666,3.1354,3.7543,4.2035,5.0268,5.0038,1.0021,1.9165,4.8761,7.1266,9.8754,19.6222,27.1266
2004,1,0.00123,0.00296,0.00558,0.00944,0.01297,0.01576,0.01953,1.2247,1.7925,3.1105,3.6481,4.0864,4.9294,4.8991,1.0048,2.0452,5.2895,7.0445,9.7933,19.54,27.0445
2004,2,0.00159,0.00532,0.01243,0.01592,0.01749,0.02356,0.02163,1.2001,1.5786,2.9,3.4266,3.9087,4.7639,4.7778,0.9692,1.9685,4.8843,6.9678,9.7166,19.4634,26.9678
2004,3,0.00141,0.0034,0.01127,0.01226,0.01436,0.01393,0.01418,1.145,1.5322,2.7296,3.2733,3.7973,4.6851,4.7124,0.9993,1.9138,4.8789,6.8775,9.8782,19.373,26.8775
2004,4,-0.00331,-0.01297,-0.03381,-0.0405,-0.0491,-0.05958,-0.0673,1.6066,2.3568,3.5721,4.0277,4.4552,5.2404,5.2143,0.9993,2.0397,5.0404,6.7953,9.796,20.5448,26.7953
2004,5,-0.00037,-0.00144,-0.00493,-0.00492,-0.00667,-0.0041,-0.00344,1.8034,2.5344,3.749,4.2723,4.5813,5.3107,5.2663,1.0075,1.963,4.9637,7.2142,9.7194,20.4682,26.7187
2004,6,0.0002,0.00065,0.00557,0.00873,0.01011,0.01362,0.01198,2.011,2.7142,3.7809,4.1919,4.5287,5.2364,5.2161,0.9993,2.0397,5.1253,7.1239,9.8727,20.3778,26.6283
2004,7,0.00179,0.00318,0.0076,0.00959,0.01208,0.01466,0.0167,2.0846,2.6599,3.6784,4.089,4.4237,5.1487,5.1297,1.0431,1.9576,5.0431,7.0418,9.7906,20.2957,26.5462
2004,8,0.00351,0.00837,0.02038,0.02644,0.03219,0.03955,0.04319,1.943,2.3529,3.2809,3.7034,4.0684,4.8558,4.8648,0.9993,1.9548,4.9555,6.9541,9.7029,20.2081,26.4586
2004,9,-0.00027,-0.0014,0.0006,0.00204,0.0028,0.00869,0.00908,2.1572,2.605,3.3296,3.7205,4.0774,4.816,4.8306,0.9993,2.0397,4.8734,6.872,9.8727,20.1259,26.3765
2004,10,0.00155,0.00347,0.00691,0.00899,0.01115,0.01581,0.01872,2.2052,2.5269,3.2444,3.6177,3.9802,4.7143,4.7304,1.0048,1.9603,4.8789,6.7926,9.7933,20.0465,26.2971
2004,11,-0.00202,-0.00572,-0.01484,-0.01803,-0.01766,-0.02247,-0.02577,2.6226,2.9682,3.6494,4.0454,4.3266,4.9465,4.9384,0.9993,1.9576,4.8734,7.2088,10.2094,19.9589,26.2094
2004,12,0.00146,0.00183,0.00749,0.0118,0.0134,0.02414,0.02995,2.7493,3.016,3.6063,3.9079,4.1873,4.7795,4.7632,0.9993,1.9138,5.1253,7.1239,10.1246,19.8741,26.1246
2005,1,0.0006,-0.00091,0.00041,0.00469,0.00935,0.02847,0.03844,2.9356,3.2467,3.6678,3.885,4.1033,4.5771,4.5316,0.9993,2.0397,5.0404,7.039,10.0397,20.0411,26.0397
2005,2,-0.00039,-0.00271,-0.01054,-0.0123,-0.01311,-0.01467,-0.01566,3.2474,3.5301,3.9838,4.1461,4.3443,4.7343,4.6641,0.9993,1.963,4.9637,6.9624,9.963,19.9644,25.963
2005,3,0.00154,0.00011,-0.00286,-0.00349,-0.00452,-0.00438,-0.00093,3.4663,3.7239,4.1302,4.2647,4.4293,4.8057,4.6974,1.0815,1.9138,4.8789,6.8775,9.8782,19.8795,25.8782
2005,4,0.00369,0.00606,0.01535,0.0206,0.0261,0.03533,0.03907,3.3719,3.6146,3.8538,3.9735,4.1551,4.5426,4.4622,1.0021,2.0424,4.8761,6.7981,9.7988,19.8001,25.7988
2005,5,0.00325,0.00476,0.01015,0.02071,0.01836,0.03217,0.03251,3.3688,3.5244,3.7081,3.695,3.9904,4.3247,4.2725,0.9993,1.9548,4.8734,7.2088,10.2067,20.2081,25.7112
2005,6,0.0018,0.00178,0.00457,0.00226,0.00905,0.01761,0.02275,3.489,3.6027,3.6814,3.7078,3.909,4.2109,4.1447,0.9993,1.9165,5.1253,7.1266,10.1246,20.1259,25.629
2005,7,-0.00061,-0.00431,-0.01506,-0.02022,-0.02135,-0.03163,-0.03637,3.8482,3.9654,4.0949,4.0946,4.2648,4.5045,4.4189,1.0048,2.0452,5.0459,7.0472,10.0452,20.0465,25.5496
2005,8,0.0049,0.00723,0.01568,0.01848,0.02081,0.03279,0.03554,3.7221,3.7637,3.8172,3.8484,4.0192,4.2689,4.2067,0.9993,1.9548,4.9555,6.9569,9.9548,19.9562,25.4593
2005,9,-0.00006,-0.00331,-0.01207,-0.01739,-0.01828,-0.0333,-0.04107,4.0612,4.1299,4.1711,4.2153,4.3462,4.5753,4.5131,0.9993,1.9165,4.8734,7.1266,10.1246,19.8741,25.3771
2005,10,0.0011,-0.00076,-0.00874,-0.01117,-0.0119,-0.01998,-0.02246,4.3093,4.3265,4.4199,4.4589,4.5706,4.7761,4.6958,0.9993,2.0397,4.8734,7.0418,10.0397,19.7892,25.2923
2005,11,0.00299,0.00329,0.00431,0.00602,0.0063,0.00797,0.01248,4.3928,4.3395,4.378,4.4193,4.5331,4.7389,4.6364,0.9993,1.9576,4.8734,6.9596,9.9576,20.2108,25.2101
2005,12,0.00367,0.00398,0.00581,0.01079,0.0112,0.02738,0.02648,4.3889,4.3378,4.3143,4.3019,4.343,4.5518,4.4815,1.0021,1.9165,4.8761,6.8775,9.8754,20.1287,25.128
2006,1,0.00194,0.00166,-0.00226,-0.00499,-0.00456,-0.01111,-0.01598,4.5444,4.4445,4.4234,4.4673,4.523,4.6753,4.6213,0.9993,2.0397,5.0404,7.0418,10.0397,20.0411,25.0404
2006,2,0.00214,0.0006,-0.00171,-0.00207,0.00015,0.00872,0.01281,4.6788,4.5954,4.5398,4.5581,4.5698,4.6331,4.5565,0.9993,1.963,4.9637,6.9651,9.963,19.9644,24.9637
2006,3,0.00263,0.00101,-0.00616,-0.0104,-0.01978,-0.04019,-0.05552,4.8092,4.7759,4.7713,4.7947,4.7903,4.9974,4.8279,0.9993,1.9165,4.9144,6.8802,9.8782,19.8795,29.8782
2006,4,0.00311,0.00291,-0.00129,-0.00449,-0.00879,-0.02451,-0.038,4.8545,4.805,4.8637,4.9199,5.0408,5.234,5.0937,1.0048,2.0479,4.9227,7.0472,10.0479,19.8029,29.8015
2006,5,0.00263,0.00136,-0.00181,-0.00184,-0.00105,-0.00152,-0.00563,5.0341,4.9651,4.983,5.0233,5.1172,5.2928,5.159,0.9993,1.9576,4.9144,6.9569,9.9576,20.2081,29.7112
2006,6,0.00246,0.0015,0.00096,0.00318,0.00308,0.01062,0.01087,5.2052,5.1034,5.0396,5.0486,5.0696,5.2399,5.1169,0.9993,1.9192,4.9172,7.1266,9.8754,20.1259,29.629
2006,7,0.00581,0.00825,0.01314,0.01544,0.01642,0.0212,0.02304,5.0436,4.8241,4.7973,4.8653,4.915,5.0987,4.9988,0.9993,2.0424,5.0404,7.0418,9.7906,20.0411,29.5441
2006,8,0.00522,0.0073,0.01339,0.01661,0.02158,0.029,0.03352,4.9281,4.651,4.5837,4.6568,4.7288,4.8911,4.8154,0.9993,1.9576,4.9555,6.9569,10.2094,19.9562,29.4593
2006,9,0.00439,0.00499,0.00795,0.01017,0.01134,0.01755,0.02231,4.8616,4.619,4.5371,4.5497,4.5734,4.7788,4.7025,1.0021,1.963,4.9199,6.8775,9.8782,19.8768,29.3799
2006,10,0.00397,0.00389,0.00399,0.00576,0.00707,0.00811,0.01151,4.8553,4.6231,4.5185,4.5223,4.5816,4.7449,4.6571,0.9993,1.9576,4.9144,7.0418,10.0424,20.0411,29.2923
2006,11,0.00422,0.00534,0.00857,0.01162,0.01367,0.02021,0.02875,4.8074,4.5384,4.3992,4.3901,4.4457,4.61,4.5056,0.9993,1.9603,4.9172,6.9596,9.9603,19.9589,29.2101
2006,12,0.00228,-0.0006,-0.00749,-0.01155,-0.01575,-0.02417,-0.03508,4.9384,4.7417,4.6397,4.6418,4.6497,4.8408,4.7504,1.0048,1.963,4.9199,6.8802,9.8809,19.8795,29.1307
2007,1,0.004,0.00195,-0.00076,-0.00178,-0.0036,-0.00753,-0.01068,4.9859,4.8439,4.7137,4.7504,4.7485,4.9362,4.8457,0.9993,1.9576,5.0404,7.0418,9.7906,20.0411,29.0404
2007,2,0.00506,0.00834,0.01551,0.01878,0.02,0.0288,0.0359,4.8357,4.5948,4.4428,4.5004,4.576,4.7282,4.6452,1.0021,1.9658,4.9637,6.9651,10.2094,19.9644,28.9637
2007,3,0.0039,0.00438,0.00305,0.00116,-0.00225,-0.01211,-0.02142,4.8194,4.5225,4.4811,4.5423,4.5892,4.8609,4.7821,1.0048,1.9603,4.9199,6.883,9.8836,19.8823,29.8836
2007,4,0.0034,0.00372,0.00439,0.00563,0.0068,0.0081,0.00868,4.874,4.5457,4.4586,4.5086,4.6118,4.8281,4.7535,1.0021,1.9603,4.9199,7.0418,10.0424,19.7974,29.7988
