PERMNO	date	COMNAM	RET
49154	5/8/2024	TARGET CORP	-0.005112
49154	5/9/2024	TARGET CORP	0.029639
49154	5/10/2024	TARGET CORP	-0.007242
49154	5/13/2024	TARGET CORP	-0.01367
49154	5/14/2024	TARGET CORP	-0.005221
49154	5/15/2024	TARGET CORP	-0.009122
49154	5/16/2024	TARGET CORP	0.019935
49154	5/17/2024	TARGET CORP	-0.003237
49154	5/20/2024	TARGET CORP	-0.021358
49154	5/21/2024	TARGET CORP	-0.005935
49154	5/22/2024	TARGET CORP	-0.080306
49154	5/23/2024	TARGET CORP	0.007957
49154	5/24/2024	TARGET CORP	0.005678
49154	5/28/2024	TARGET CORP	0.012876
49154	5/29/2024	TARGET CORP	0.004351
49154	5/30/2024	TARGET CORP	0.014417
49154	5/31/2024	TARGET CORP	0.04197
49154	6/3/2024	TARGET CORP	-0.020044
49154	6/4/2024	TARGET CORP	-0.016206
49154	6/5/2024	TARGET CORP	-0.021255
49154	6/6/2024	TARGET CORP	-0.015066
49154	6/7/2024	TARGET CORP	0.005995
49154	6/10/2024	TARGET CORP	0.01726
49154	6/11/2024	TARGET CORP	-0.015688
49154	6/12/2024	TARGET CORP	0.004036
49154	6/13/2024	TARGET CORP	-0.014307
49154	6/14/2024	TARGET CORP	-0.024329
49154	6/17/2024	TARGET CORP	0.026991
49154	6/18/2024	TARGET CORP	-0.016762
49154	6/20/2024	TARGET CORP	0.005893
49154	6/21/2024	TARGET CORP	0.01918
49154	6/24/2024	TARGET CORP	0.024362
49154	6/25/2024	TARGET CORP	-0.019507
49154	6/26/2024	TARGET CORP	0.002725
49154	6/27/2024	TARGET CORP	-0.003058
49154	6/28/2024	TARGET CORP	0.008997
49154	7/1/2024	TARGET CORP	-0.015536
49154	7/2/2024	TARGET CORP	-0.002402
49154	7/3/2024	TARGET CORP	-0.004058
49154	7/5/2024	TARGET CORP	0.00587
49154	7/8/2024	TARGET CORP	0.021078
49154	7/9/2024	TARGET CORP	-0.007531
49154	7/10/2024	TARGET CORP	-0.010095
49154	7/11/2024	TARGET CORP	0.036206
49154	7/12/2024	TARGET CORP	0.009577
49154	7/15/2024	TARGET CORP	-0.010141
49154	7/16/2024	TARGET CORP	0.024521
49154	7/17/2024	TARGET CORP	0.005935
49154	7/18/2024	TARGET CORP	-0.024626
49154	7/19/2024	TARGET CORP	-0.015517
49154	7/22/2024	TARGET CORP	0.008616
49154	7/23/2024	TARGET CORP	-0.004966
49154	7/24/2024	TARGET CORP	-0.025421
49154	7/25/2024	TARGET CORP	-0.001093
49154	7/26/2024	TARGET CORP	0.018525
49154	7/29/2024	TARGET CORP	-0.014631
49154	7/30/2024	TARGET CORP	0.007696
49154	7/31/2024	TARGET CORP	0.016627
49154	8/1/2024	TARGET CORP	-0.022538
49154	8/2/2024	TARGET CORP	-0.053394
49154	8/5/2024	TARGET CORP	-0.038083
49154	8/6/2024	TARGET CORP	-0.000149
49154	8/7/2024	TARGET CORP	-0.002839
49154	8/8/2024	TARGET CORP	0.003746
49154	8/9/2024	TARGET CORP	0.01142
49154	8/12/2024	TARGET CORP	-0.003542
49154	8/13/2024	TARGET CORP	0.012146
49154	8/14/2024	TARGET CORP	-0.006586
49154	8/15/2024	TARGET CORP	0.043459
49154	8/16/2024	TARGET CORP	0.016801
49154	8/19/2024	TARGET CORP	0.004096
49154	8/20/2024	TARGET CORP	-0.002074
49154	8/21/2024	TARGET CORP	0.111134
49154	8/22/2024	TARGET CORP	-0.015259
49154	8/23/2024	TARGET CORP	0.010713
49154	8/26/2024	TARGET CORP	0.002524
49154	8/27/2024	TARGET CORP	-0.001385
49154	8/28/2024	TARGET CORP	-0.01147
49154	8/29/2024	TARGET CORP	-0.02193
49154	8/30/2024	TARGET CORP	0.001304
49154	9/3/2024	TARGET CORP	-0.011847
49154	9/4/2024	TARGET CORP	0.00448
49154	9/5/2024	TARGET CORP	-0.003804
49154	9/6/2024	TARGET CORP	-0.004082
49154	9/9/2024	TARGET CORP	-0.004561
49154	9/10/2024	TARGET CORP	-0.017133
49154	9/11/2024	TARGET CORP	-0.004865
49154	9/12/2024	TARGET CORP	0.007808
49154	9/13/2024	TARGET CORP	0.019671
49154	9/16/2024	TARGET CORP	0.009778
49154	9/17/2024	TARGET CORP	-0.005758
49154	9/18/2024	TARGET CORP	0.010792
49154	9/19/2024	TARGET CORP	0.018815
49154	9/20/2024	TARGET CORP	-0.011119
49154	9/23/2024	TARGET CORP	0.003489
49154	9/24/2024	TARGET CORP	0.005731
49154	9/25/2024	TARGET CORP	-0.007107
49154	9/26/2024	TARGET CORP	0.005868
49154	9/27/2024	TARGET CORP	-0.005129
49154	9/30/2024	TARGET CORP	0.004382
49154	10/1/2024	TARGET CORP	-0.023483
49154	10/2/2024	TARGET CORP	-0.011827
49154	10/3/2024	TARGET CORP	-0.005319
49154	10/4/2024	TARGET CORP	0.021925
49154	10/7/2024	TARGET CORP	-0.025379
49154	10/8/2024	TARGET CORP	0.015571
49154	10/9/2024	TARGET CORP	0.019892
49154	10/10/2024	TARGET CORP	0.010627
49154	10/11/2024	TARGET CORP	0.015965
49154	10/14/2024	TARGET CORP	-0.003092
49154	10/15/2024	TARGET CORP	0.017218
49154	10/16/2024	TARGET CORP	-0.011326
49154	10/17/2024	TARGET CORP	-0.018757
49154	10/18/2024	TARGET CORP	0.006094
49154	10/21/2024	TARGET CORP	-0.037809
49154	10/22/2024	TARGET CORP	-0.011398
49154	10/23/2024	TARGET CORP	-0.007641
49154	10/24/2024	TARGET CORP	0.014387
49154	10/25/2024	TARGET CORP	0.006526
49154	10/28/2024	TARGET CORP	-0.012305
49154	10/29/2024	TARGET CORP	-0.009176
49154	10/30/2024	TARGET CORP	0.003988
49154	10/31/2024	TARGET CORP	0.010234
49154	11/1/2024	TARGET CORP	0.005332
49154	11/4/2024	TARGET CORP	-0.005635
49154	11/5/2024	TARGET CORP	0.006667
49154	11/6/2024	TARGET CORP	-0.024505
49154	11/7/2024	TARGET CORP	0.024577
49154	11/8/2024	TARGET CORP	-0.007488
49154	11/11/2024	TARGET CORP	0.023368
49154	11/12/2024	TARGET CORP	0.015462
49154	11/13/2024	TARGET CORP	-0.00424
49154	11/14/2024	TARGET CORP	-0.009807
49154	11/15/2024	TARGET CORP	-0.008731
49154	11/18/2024	TARGET CORP	0.02912
49154	11/19/2024	TARGET CORP	-0.003577
49154	11/20/2024	TARGET CORP	-0.212564
49154	11/21/2024	TARGET CORP	-0.001068
49154	11/22/2024	TARGET CORP	0.028127
49154	11/25/2024	TARGET CORP	0.044156
49154	11/26/2024	TARGET CORP	-0.030491
49154	11/27/2024	TARGET CORP	0.027973
49154	11/29/2024	TARGET CORP	0.017065
49154	12/2/2024	TARGET CORP	-0.012017
49154	12/3/2024	TARGET CORP	0.005584
49154	12/4/2024	TARGET CORP	-0.010498
49154	12/5/2024	TARGET CORP	-0.006919
49154	12/6/2024	TARGET CORP	0.024928
49154	12/9/2024	TARGET CORP	0.021905
49154	12/10/2024	TARGET CORP	-0.001774
49154	12/11/2024	TARGET CORP	0.006886
49154	12/12/2024	TARGET CORP	-0.005074
49154	12/13/2024	TARGET CORP	-0.005691
49154	12/16/2024	TARGET CORP	-0.015388
49154	12/17/2024	TARGET CORP	-0.006417
49154	12/18/2024	TARGET CORP	-0.006839
49154	12/19/2024	TARGET CORP	-0.002066
49154	12/20/2024	TARGET CORP	0.00805
49154	12/23/2024	TARGET CORP	0.003347
49154	12/24/2024	TARGET CORP	0.003639
49154	12/26/2024	TARGET CORP	0.030136
49154	12/27/2024	TARGET CORP	-0.006525
49154	12/30/2024	TARGET CORP	-0.003321
49154	12/31/2024	TARGET CORP	0.000963
