,ME1_BM1,ME1_BM2,ME1_BM3,ME1_BM4,ME1_BM5,,,,,,,,,,
194801,0.015869242,-0.015631341,-0.036637811,-0.025840835,-0.002182154,,,,,,,,-0.000248058,,
194802,-0.095834758,-0.077203341,-0.091177811,-0.083281835,-0.081010154,,,,,,,,0.007398764,,
194803,0.135972242,0.069294659,0.088829189,0.086140165,0.093934846,,,,,,,,0.00942215,,
194804,-0.012196758,0.062221659,0.003061189,0.037652165,0.039488846,,,,,,,,-0.000758903,,
194805,0.123378242,0.099146659,0.122654189,0.045991165,0.066310846,,,,,,,,0.01223254,,
194806,-0.054614758,0.001456659,-0.034423811,-0.016452835,-0.010639154,,,,,,,,-7.96E-05,,
194807,-0.081041758,-0.060765341,-0.088606811,-0.072564835,-0.064186154,,,,,,,,0.00492453,,
194808,-0.060872758,-0.032078341,-0.021447811,-0.034107835,-0.024006154,,,,,,,,0.001952697,,
194809,-0.045710758,-0.071038341,-0.046394811,-0.071675835,-0.073830154,,,,,,,,0.003247216,,
194810,0.015834242,0.026408659,0.044372189,0.036539165,0.038015846,,,,,,,,0.000418161,,
194811,-0.143847758,-0.115380341,-0.139054811,-0.134134835,-0.134779154,,,,,,,,0.016597203,,
194812,0.051693242,-0.049141341,-0.035041811,-0.044228835,-0.008230154,,,,,,,,-0.002540275,,
194901,-0.020669758,0.044768659,0.040874189,0.014590165,0.027382846,,,,,,,,-0.000925357,,
194902,-0.072338758,-0.046955341,-0.059199811,-0.070232835,-0.051702154,,,,,,,,0.003396691,,
194903,0.073522242,0.062981659,0.068066189,0.044127165,0.051445846,,,,,,,,0.004630553,,
194904,-0.028525758,-0.040792341,-0.028621811,-0.046074835,-0.045871154,,,,,,,,0.001163632,,
194905,-0.123631758,-0.078421341,-0.085038811,-0.078730835,-0.075609154,,,,,,,,0.009695368,,
194906,-0.025134758,-0.039744341,-0.027430811,-0.015634835,-0.020187154,,,,,,,,0.000998964,,
194907,0.108539242,0.046250659,0.043796189,0.043622165,0.035092846,,,,,,,,0.005020011,,
194908,0.025222242,0.025806659,0.006912189,0.016981165,0.002200846,,,,,,,,0.000650902,,
194909,0.090473242,-0.000104341,0.039066189,0.021357165,0.018825846,,,,,,,,-9.44E-06,,
194910,0.078641242,0.025888659,0.053226189,0.053500165,0.030308846,,,,,,,,0.002035916,,
194911,-0.097341758,0.006585659,-0.041982811,-0.016506835,-0.016234154,,,,,,,,-0.00064106,,
194912,0.061264242,0.076705659,0.060570189,0.060277165,0.070093846,,,,,,,,0.004699314,,
195001,0.123710242,0.025452659,0.057071189,0.030375165,0.048758846,,,,,,,,0.003148755,,
195002,0.028798242,0.049626659,0.024691189,0.024263165,-0.011992154,,,,,,,,0.001429161,,
195003,-0.028203758,-0.008543341,0.025470189,-0.033458835,-0.014264154,,,,,,,,0.000240954,,
195004,0.096761242,0.023964659,0.068154189,0.039319165,0.057999846,,,,,,,,0.00231885,,
195005,-0.029447758,0.017632659,-0.018670811,0.020217165,0.016470846,,,,,,,,-0.000519242,,
195006,-0.150945758,-0.110386341,-0.120346811,-0.100436835,-0.119385154,,,,,,,,0.01666235,,
195007,0.048000242,0.014538659,0.045598189,0.073470165,0.111437846,,,,,,,,0.000697859,,
195008,-0.006390758,0.053623659,0.033110189,0.017971165,0.041728846,,,,,,,,-0.000342696,,
195009,0.048142242,0.048534659,0.015604189,0.029261165,0.016907846,,,,,,,,0.002336567,,
195010,-0.050484758,-0.040706341,0.001468189,-0.024760835,-0.018198154,,,,,,,,0.00205505,,
195011,-0.018838758,0.012348659,0.000970189,0.004591165,0.036741846,,,,,,,,-0.000232633,,
195012,0.076630242,0.067760659,0.102257189,0.113431165,0.129411846,,,,,,,,0.005192516,,
195101,0.079840242,0.081594659,0.074725189,0.054158165,0.097184846,,,,,,,,0.006514537,,
195102,0.003172242,-0.007017341,-0.017898811,-0.004632835,-0.014795154,,,,,,,,-2.23E-05,,
195103,0.004910242,-0.057259341,-0.058670811,-0.063108835,-0.083582154,,,,,,,,-0.000281157,,
195104,0.009474242,0.023064659,0.038431189,0.025227165,0.034673846,,,,,,,,0.00021852,,
195105,-0.053079758,-0.035507341,-0.049472811,-0.057611835,-0.055495154,,,,,,,,0.001884721,,
195106,-0.047780758,-0.082193341,-0.081067811,-0.060164835,-0.088151154,,,,,,,,0.00392726,,
195107,0.019118242,0.024519659,0.021587189,0.029779165,0.026844846,,,,,,,,0.000468773,,
195108,0.094312242,0.123077659,0.030554189,0.046856165,0.035633846,,,,,,,,0.01160773,,
195109,0.024480242,0.013325659,0.017742189,0.008511165,0.003437846,,,,,,,,0.000326215,,
195110,-0.043437758,-0.005256341,-0.043665811,-0.044174835,-0.032671154,,,,,,,,0.000228324,,
195111,-0.011232758,-0.021140341,-0.017839811,-0.016154835,-0.028231154,,,,,,,,0.000237464,,
195112,-0.014845758,-0.012487341,-0.000998811,-0.005636835,-0.013797154,,,,,,,,0.000185384,,
195201,0.004797242,0.018209659,-0.000470811,-0.000150835,0.004877846,,,,,,,,8.74E-05,,
195202,-0.046725758,-0.042428341,-0.036436811,-0.043494835,-0.044581154,,,,,,,,0.001982496,,
195203,0.004686242,0.005852659,0.003643189,0.010357165,0.007872846,,,,,,,,2.74E-05,,
195204,-0.066786758,-0.079210341,-0.055508811,-0.052030835,-0.065842154,,,,,,,,0.005290202,,
195205,-0.065752758,0.001486659,0.015639189,0.006939165,-0.001465154,,,,,,,,-9.78E-05,,
195206,0.014753242,0.052182659,0.007694189,0.010141165,0.017746846,,,,,,,,0.000769863,,
195207,0.003496242,0.011510659,0.013013189,-0.005536835,-0.011482154,,,,,,,,4.02E-05,,
195208,-0.056386758,-0.006609341,-0.005585811,-0.011853835,-0.017572154,,,,,,,,0.000372679,,
195209,-0.033761758,-0.007134341,-0.024884811,-0.030904835,-0.027193154,,,,,,,,0.000240868,,
195210,-0.023431758,-0.036588341,-0.010329811,-0.025978835,-0.028881154,,,,,,,,0.000857329,,
195211,-0.007212758,0.074957659,0.014581189,0.029754165,0.030705846,,,,,,,,-0.000540651,,
195212,0.005199242,-0.025959341,-0.009143811,-0.008048835,0.001748846,,,,,,,,-0.000134969,,
195301,0.043231242,0.048365659,0.020799189,0.029635165,0.024111846,,,,,,,,0.002090907,,
195302,0.062004242,0.029966659,0.031764189,0.012355165,0.006743846,,,,,,,,0.00185806,,
195303,-0.114021758,-0.046053341,-0.030123811,-0.024339835,-0.031242154,,,,,,,,0.005251083,,
195304,-0.019718758,-0.057958341,-0.022559811,-0.033055835,-0.033513154,,,,,,,,0.001142867,,
195305,0.027662242,-0.020771341,0.010788189,-0.016371835,-0.001123154,,,,,,,,-0.000574582,,
195306,-0.074836758,-0.065948341,-0.066145811,-0.046961835,-0.062509154,,,,,,,,0.00493536,,
195307,-0.010485758,-0.009476341,0.009337189,-0.000512835,0.008714846,,,,,,,,9.94E-05,,
195308,-0.096586758,-0.079688341,-0.086739811,-0.072237835,-0.068933154,,,,,,,,0.007696839,,
195309,-0.027493758,-0.047850341,-0.023660811,-0.031601835,-0.049058154,,,,,,,,0.001315586,,
195310,-0.012504758,0.015738659,0.022396189,-0.000269835,0.009860846,,,,,,,,-0.000196808,,
195311,-0.006847758,0.035465659,0.007638189,-0.004324835,0.003814846,,,,,,,,-0.00024286,,
195312,-0.051444758,-0.038096341,-0.032100811,-0.029348835,-0.052857154,,,,,,,,0.001959857,,
195401,0.102447242,0.072117659,0.032988189,0.062640165,0.072111846,,,,,,,,0.007388255,,
195402,-0.007615758,0.012947659,-0.012950811,-0.010040835,-0.015187154,,,,,,,,-9.86E-05,,
195403,0.022355242,0.022775659,0.018846189,0.017226165,0.006699846,,,,,,,,0.000509155,,
195404,-0.060876758,0.018497659,0.019114189,-0.001064835,-0.020188154,,,,,,,,-0.001126078,,
195405,-0.005904758,0.058691659,0.034492189,0.031689165,0.029513846,,,,,,,,-0.00034656,,
195406,-0.050888758,-0.005268341,-0.003080811,-0.005567835,0.006255846,,,,,,,,0.000268099,,
195407,0.017852242,0.065663659,0.028645189,0.080466165,0.129970846,,,,,,,,0.001172244,,
195408,0.023243242,-0.034374341,-0.014844811,-0.016655835,-0.015146154,,,,,,,,-0.000798971,,
195409,-0.001698758,0.040611659,0.017311189,0.030065165,0.020706846,,,,,,,,-6.90E-05,,
195410,-0.012964758,-0.037545341,-0.013164811,-0.010853835,-0.011022154,,,,,,,,0.000486766,,
195411,0.028478242,0.089368659,0.076656189,0.060614165,0.059022846,,,,,,,,0.002545062,,
195412,0.127612242,0.091042659,0.071436189,0.114398165,0.111856846,,,,,,,,0.011618158,,
195501,-0.059263758,0.037121659,0.012375189,0.023274165,0.030797846,,,,,,,,-0.002199969,,
195502,0.015791242,0.082292659,0.038044189,0.039777165,0.042940846,,,,,,,,0.001299503,,
195503,-0.009360758,-0.019032341,-0.015215811,-0.022075835,-0.019485154,,,,,,,,0.000178157,,
195504,0.028823242,-0.022197341,0.011873189,0.015147165,-0.003336154,,,,,,,,-0.000639799,,
195505,-0.023623758,0.004685659,-0.013464811,-0.006112835,-0.007997154,,,,,,,,-0.000110693,,
195506,0.044587242,0.027966659,0.005730189,0.034380165,0.027989846,,,,,,,,0.001246956,,
195507,0.085210242,0.024037659,-0.008442811,0.002303165,-0.008764154,,,,,,,,0.002048255,,
195508,0.011352242,-0.027712341,-0.001271811,-0.019847835,-0.020067154,,,,,,,,-0.000314597,,
195509,0.010900242,-0.012995341,0.005952189,-0.022094835,0.000589846,,,,,,,,-0.000141652,,
195510,-0.055994758,-0.045688341,-0.048104811,-0.024066835,-0.020626154,,,,,,,,0.002558308,,
195511,-0.030384758,0.065735659,0.019567189,0.024028165,0.018515846,,,,,,,,-0.001997362,,
195512,0.014652242,0.021125659,-0.011346811,0.025946165,0.004646846,,,,,,,,0.000309538,,
195601,0.024174242,-0.013811341,-0.011328811,-0.023288835,-0.029967154,,,,,,,,-0.000333879,,
195602,0.063646242,0.003413659,0.001371189,0.018117165,0.019722846,,,,,,,,0.000217267,,
195603,-0.002098758,0.020977659,0.001123189,0.065349165,0.032767846,,,,,,,,-4.40E-05,,
195604,-8.87584E-05,-0.013669341,-0.021037811,-0.009633835,-0.007785154,,,,,,,,1.21E-06,,
195605,-0.021989758,-0.068559341,-0.036588811,-0.052749835,-0.056338154,,,,,,,,0.001507603,,
195606,-0.055216758,-0.005315341,0.014108189,-0.005546835,-0.015104154,,,,,,,,0.000293496,,
195607,-0.007433758,0.019184659,-0.011397811,0.023637165,0.015515846,,,,,,,,-0.000142614,,
195608,-0.055810758,-0.035472341,0.005656189,-0.029031835,-0.025883154,,,,,,,,0.001979738,,
195609,-0.034886758,-0.087288341,-0.035981811,-0.038608835,-0.029079154,,,,,,,,0.003045207,,
195610,-0.056325758,0.006310659,-0.017071811,-0.007986835,-0.006795154,,,,,,,,-0.000355453,,
195611,-0.063689758,0.012204659,-0.019592811,-0.015157835,-0.004017154,,,,,,,,-0.000777312,,
195612,0.052348242,-0.032136341,-0.001434811,-0.002564835,-0.006637154,,,,,,,,-0.001682281,,
195701,-0.008117758,-0.001641341,0.005172189,0.011964165,0.016204846,,,,,,,,1.33E-05,,
195702,0.023164242,-0.030442341,-0.041564811,-0.038579835,-0.032391154,,,,,,,,-0.000705174,,
195703,-0.033750758,-0.003564341,0.017672189,0.013314165,-0.007345154,,,,,,,,0.000120299,,
195704,-0.005288758,-0.015050341,0.019063189,0.007456165,0.015900846,,,,,,,,7.96E-05,,
195705,0.060573242,0.002150659,-0.026584811,-0.006635835,-0.013604154,,,,,,,,0.000130272,,
195706,-0.035260758,0.001341659,-0.011065811,-0.003328835,-0.004927154,,,,,,,,-4.73E-05,,
195707,0.102915242,-0.038931341,-0.007466811,-0.012201835,-0.015986154,,,,,,,,-0.004006628,,
195708,-0.043355758,-0.036825341,-0.051304811,-0.060776835,-0.055514154,,,,,,,,0.001596591,,
195709,-0.086812758,-0.030537341,-0.056386811,-0.054017835,-0.064313154,,,,,,,,0.002651031,,
195710,-0.097353758,-0.107073341,-0.069704811,-0.078890835,-0.109749154,,,,,,,,0.010423992,,
195711,0.017406242,-0.031360341,-0.004102811,-0.003354835,-0.002826154,,,,,,,,-0.000545866,,
195712,-0.113757758,-0.058938341,-0.059581811,-0.071685835,-0.067993154,,,,,,,,0.006704694,,
195801,0.221044242,0.088419659,0.088111189,0.103134165,0.134275846,,,,,,,,0.019544656,,
195802,-0.088086758,-0.002155341,-0.032239811,-0.028141835,-0.025022154,,,,,,,,0.000189857,,
195803,-0.007292758,0.050314659,0.027068189,0.034195165,0.014837846,,,,,,,,-0.000366933,,
195804,0.032357242,0.048605659,0.007287189,0.018624165,0.022780846,,,,,,,,0.001572745,,
195805,0.072962242,0.039543659,0.029414189,0.028209165,0.024373846,,,,,,,,0.002885194,,
195806,0.020661242,0.009248659,0.001944189,0.019726165,0.013219846,,,,,,,,0.000191089,,
195807,0.003397242,0.062653659,0.061403189,0.047923165,0.041280846,,,,,,,,0.00021285,,
195808,0.024675242,-0.013390341,0.019791189,0.014719165,0.028944846,,,,,,,,-0.00033041,,
195809,0.021416242,0.086231659,0.039021189,0.025269165,0.057997846,,,,,,,,0.001846758,,
195810,0.067621242,0.053837659,0.008341189,0.005701165,0.010152846,,,,,,,,0.003640569,,
195811,0.112357242,0.110721659,0.078644189,0.025256165,0.015938846,,,,,,,,0.01244038,,
195812,0.031858242,-0.016229341,0.018325189,0.028732165,0.018725846,,,,,,,,-0.000517038,,
195901,0.075279242,0.007845659,0.137086189,0.043445165,0.049413846,,,,,,,,0.000590615,,
195902,0.011732242,0.035827659,0.013622189,0.027859165,0.014670846,,,,,,,,0.000420339,,
195903,0.007730242,-0.034554341,-0.011882811,0.002727165,0.017771846,,,,,,,,-0.000267113,,
195904,-0.021528758,0.054721659,-0.022160811,0.003952165,0.028356846,,,,,,,,-0.001178089,,
195905,-0.015220758,-0.004226341,0.019893189,0.008600165,0.002252846,,,,,,,,6.43E-05,,
195906,-0.026465758,0.002646659,-0.021556811,-0.003849835,-0.003788154,,,,,,,,-7.00E-05,,
195907,0.027473242,-0.016216341,0.030108189,-0.000023835,0.019134846,,,,,,,,-0.000445515,,
195908,0.005494242,0.043456659,-0.026417811,-0.013937835,-0.032942154,,,,,,,,0.000238761,,
195909,-0.101421758,-0.039973341,-0.065643811,-0.029801835,-0.075438154,,,,,,,,0.004054167,,
195910,0.007066242,0.069950659,-0.006156811,0.001708165,-0.005787154,,,,,,,,0.000494288,,
195911,-0.024826758,0.005942659,-0.022645811,0.002196165,-0.011527154,,,,,,,,-0.000147537,,
195912,0.041634242,0.047536659,0.008217189,0.015506165,0.006262846,,,,,,,,0.001979153,,
196001,-0.065625758,-0.068334341,-0.022921811,-0.031991835,-0.023478154,,,,,,,,0.004484493,,
196002,-0.029451758,0.030342659,-0.019992811,-0.023252835,-0.004487154,,,,,,,,-0.000893645,,
196003,-0.033529758,-0.061020341,-0.048207811,-0.030834835,-0.042057154,,,,,,,,0.002045997,,
196004,-0.057825758,0.000944659,-0.036761811,-0.041498835,-0.040750154,,,,,,,,-5.46E-05,,
196005,-0.056975758,-0.022900341,-0.027395811,0.007177165,0.001750846,,,,,,,,0.001304764,,
196006,0.028061242,-0.042421341,0.046143189,0.019967165,0.003491846,,,,,,,,-0.001190395,,
196007,-0.062456758,-0.048483341,-0.002125811,-0.025997835,-0.033994154,,,,,,,,0.003028112,,
196008,0.221568242,0.081996659,0.011401189,0.032824165,0.027576846,,,,,,,,0.018167856,,
196009,-0.165252758,-0.082351341,-0.048065811,-0.060236835,-0.088519154,,,,,,,,0.013608786,,
196010,-0.096167758,-0.043402341,-0.041795811,-0.026468835,-0.047493154,,,,,,,,0.004173906,,
196011,-0.036932758,-0.009625341,-0.020257811,0.009459165,0.000727846,,,,,,,,0.00035549,,
196012,0.069752242,0.023908659,0.016002189,0.015388165,-0.004359154,,,,,,,,0.001667683,,
196101,0.096479242,0.083408659,0.072488189,0.066606165,0.075213846,,,,,,,,0.008047204,,
196102,0.046381242,0.068527659,0.046401189,0.047608165,0.039591846,,,,,,,,0.003178398,,
196103,0.115836242,0.037554659,0.062025189,0.040431165,0.039248846,,,,,,,,0.004350191,,
196104,0.004186242,0.023496659,0.001464189,0.008856165,-0.005161154,,,,,,,,9.84E-05,,
196105,-0.015154758,0.034429659,0.009786189,0.020311165,0.034783846,,,,,,,,-0.000521773,,
196106,-0.069112758,-0.064228341,-0.056466811,-0.070893835,-0.063531154,,,,,,,,0.004438998,,
196107,0.016480242,-0.009026341,-0.041774811,0.010383165,-0.022252154,,,,,,,,-0.000148756,,
196108,0.019082242,0.001141659,-0.011532811,-0.019620835,0.002025846,,,,,,,,2.18E-05,,
196109,-0.053885758,-0.069429341,-0.040724811,-0.040494835,-0.058513154,,,,,,,,0.003741253,,
196110,0.024244242,0.056798659,0.020495189,0.006095165,-0.004469154,,,,,,,,0.00137704,,
196111,0.053815242,0.042058659,0.052941189,0.049347165,0.031876846,,,,,,,,0.002263397,,
196112,-0.040201758,0.031433659,-0.027059811,-0.000537835,-0.012322154,,,,,,,,-0.001263688,,
196201,0.032134242,-0.043780341,0.003101189,0.003497165,0.015697846,,,,,,,,-0.001406848,,
196202,-0.012186758,-0.020694341,0.006714189,0.003684165,0.003047846,,,,,,,,0.000252197,,
196203,-0.010538758,0.008953659,0.004870189,-0.003019835,-0.016535154,,,,,,,,-9.44E-05,,
196204,-0.081061758,-0.086385341,-0.084129811,-0.091621835,-0.083798154,,,,,,,,0.007002548,,
196205,-0.127509758,-0.120627341,-0.116703811,-0.090982835,-0.127718154,,,,,,,,0.015381163,,
196206,0.012779242,-0.077364341,-0.089041811,-0.088320835,-0.089772154,,,,,,,,-0.000988658,,
196207,0.087939242,0.085050659,0.073929189,0.045822165,0.057288846,,,,,,,,0.00747929,,
196208,0.087295242,0.016157659,0.029500189,-0.005421835,0.013963846,,,,,,,,0.001410487,,
196209,-0.094320758,-0.096058341,-0.111077811,-0.066153835,-0.079574154,,,,,,,,0.009060296,,
196210,-0.112038758,-0.083047341,-0.047246811,-0.067238835,-0.039482154,,,,,,,,0.009304521,,
196211,0.138638242,0.158468659,0.109327189,0.135097165,0.121155846,,,,,,,,0.021969816,,
196212,-0.041908758,-0.057688341,-0.018772811,-0.036883835,-0.037905154,,,,,,,,0.002417647,,
196301,0.121836242,0.105218659,0.089510189,0.093659165,0.094164846,,,,,,,,0.012819446,,
196302,-0.040685758,-0.044208341,-0.020670811,-0.020784835,0.009345846,,,,,,,,0.00179865,,
196303,0.041470242,-0.023889341,-0.018596811,-0.000703835,0.009514846,,,,,,,,-0.000990697,,
196304,0.039649242,0.005816659,0.009335189,0.018630165,0.012371846,,,,,,,,0.000230626,,
196305,0.025574242,0.007715659,0.019462189,0.023556165,0.058725846,,,,,,,,0.000197322,,
196306,0.029457242,-0.020974341,-0.027449811,-0.039298835,-0.024761154,,,,,,,,-0.000617846,,
196307,0.002971242,-0.012817341,-0.005178811,-0.014291835,-0.028477154,,,,,,,,-3.81E-05,,
196308,0.034080242,0.004544659,0.002515189,0.011188165,0.030611846,,,,,,,,0.000154883,,
196309,-0.025656758,-0.002981341,-0.022406811,-0.029094835,-0.019615154,,,,,,,,7.65E-05,,
196310,-0.004536758,-0.016513341,0.000664189,-0.011976835,0.007678846,,,,,,,,7.49E-05,,
196311,-0.041632758,-0.047621341,-0.030293811,-0.024413835,-0.027108154,,,,,,,,0.001982608,,
196312,-0.031748758,-0.018749341,-0.021765811,-0.030434835,-0.026027154,,,,,,,,0.000595268,,
196401,0.030609242,0.019542659,0.029819189,0.026612165,0.033471846,,,,,,,,0.000598186,,
196402,0.020511242,0.019003659,0.010622189,-0.010543835,0.028712846,,,,,,,,0.000389789,,
196403,-0.003561758,0.005675659,0.008310189,0.023137165,0.009195846,,,,,,,,-2.02E-05,,
196404,-0.024080758,0.016931659,-0.016966811,-0.023064835,-0.023560154,,,,,,,,-0.000407727,,
196405,-0.020703758,-0.021438341,-0.008150811,-0.009061835,-0.002452154,,,,,,,,0.000443854,,
196406,0.011128242,-0.004908341,-0.000317811,-0.005855835,-0.004696154,,,,,,,,-5.46E-05,,
196407,0.003052242,0.026836659,0.028754189,0.012104165,0.031278846,,,,,,,,8.19E-05,,
196408,0.008657242,-0.034702341,-0.029884811,-0.021928835,-0.020861154,,,,,,,,-0.000300427,,
196409,0.046047242,0.020605659,0.049908189,0.013799165,0.023184846,,,,,,,,0.000948834,,
196410,0.010676242,-0.008281341,0.039090189,0.005455165,0.017297846,,,,,,,,-8.84E-05,,
196411,-0.011320758,-0.010694341,-0.003483811,-0.007057835,-0.010734154,,,,,,,,0.000121068,,
196412,-0.023039758,-0.021563341,-0.043650811,-0.040677835,-0.033958154,,,,,,,,0.000496814,,
196501,0.076250242,0.054387659,0.056332189,0.052881165,0.071535846,,,,,,,,0.004147072,,
196502,0.010322242,-0.004087341,0.012853189,0.018042165,0.020492846,,,,,,,,-4.22E-05,,
196503,0.008261242,0.014046659,0.000264189,0.011905165,0.015882846,,,,,,,,0.000116043,,
196504,0.032357242,0.034942659,0.035488189,0.030560165,0.029854846,,,,,,,,0.001130648,,
196505,-0.012859758,-0.035141341,-0.025327811,-0.021676835,-0.028154154,,,,,,,,0.000451909,,
196506,-0.134200758,-0.113598341,-0.106008811,-0.093175835,-0.111730154,,,,,,,,0.015244984,,
196507,0.015763242,0.025542659,0.024131189,0.008153165,0.025940846,,,,,,,,0.000402635,,
196508,0.016720242,0.045168659,0.039163189,0.025698165,0.024101846,,,,,,,,0.000755231,,
196509,0.026395242,0.050085659,0.000343189,0.026107165,0.017679846,,,,,,,,0.001322023,,
196510,0.053268242,0.080351659,0.048161189,0.042716165,0.074601846,,,,,,,,0.004280192,,
196511,0.033230242,0.058212659,0.014689189,0.064783165,0.048626846,,,,,,,,0.001934421,,
196512,0.064048242,0.058240659,0.008983189,0.024719165,0.034452846,,,,,,,,0.003730212,,
196601,0.047572242,0.056587659,0.068829189,0.084166165,0.080363846,,,,,,,,0.002692002,,
196602,0.060852242,0.048834659,0.005718189,0.032829165,0.047771846,,,,,,,,0.002971698,,
196603,0.009693242,-0.024303341,-0.037416811,-0.020911835,-0.030718154,,,,,,,,-0.000235578,,
196604,0.101238242,0.036733659,0.041874189,0.052423165,0.029772846,,,,,,,,0.003718851,,
196605,-0.130380758,-0.141323341,-0.115759811,-0.121106835,-0.135329154,,,,,,,,0.018425844,,
196606,-0.016184758,-0.010178341,0.000638189,0.000152165,-0.012504154,,,,,,,,0.000164734,,
196607,-0.029346758,-0.027182341,-0.035488811,-0.014080835,-0.025484154,,,,,,,,0.000797714,,
196608,-0.130417758,-0.113155341,-0.109101811,-0.122369835,-0.120599154,,,,,,,,0.014757466,,
196609,-0.028131758,-0.029805341,-0.031083811,-0.031643835,-0.027687154,,,,,,,,0.000838477,,
196610,-0.086905758,-0.057554341,-0.054784811,-0.028631835,-0.030952154,,,,,,,,0.005001804,,
196611,0.073144242,0.032699659,0.033170189,0.011335165,0.019383846,,,,,,,,0.002391792,,
196612,0.030063242,0.018702659,0.008934189,-0.000741835,-0.013884154,,,,,,,,0.000562263,,
196701,0.199934242,0.183753659,0.173570189,0.201012165,0.157429846,,,,,,,,0.036738648,,
196702,0.060223242,0.049490659,0.043047189,0.025443165,0.042703846,,,,,,,,0.002980488,,
196703,0.064335242,0.052611659,0.038237189,0.062315165,0.035582846,,,,,,,,0.003384784,,
196704,0.056049242,0.027670659,0.021174189,0.030474165,0.021010846,,,,,,,,0.001550919,,
196705,-0.009810758,-0.001521341,-0.017395811,-0.022392835,-0.024549154,,,,,,,,1.49E-05,,
196706,0.147141242,0.099931659,0.120680189,0.110329165,0.076128846,,,,,,,,0.014704068,,
196707,0.085493242,0.084531659,0.091512189,0.063043165,0.105419846,,,,,,,,0.007226886,,
196708,-0.017418758,-0.003123341,-0.006332811,-0.012477835,0.004546846,,,,,,,,5.44E-05,,
196709,0.105058242,0.088984659,0.071825189,0.061691165,0.032240846,,,,,,,,0.009348572,,
196710,0.009499242,-0.051001341,-0.027126811,-0.028237835,-0.041564154,,,,,,,,-0.000484474,,
196711,-0.017007758,0.029416659,-0.020574811,-0.029666835,-0.027963154,,,,,,,,-0.000500311,,
196712,0.128942242,0.096038659,0.067617189,0.079812165,0.085814846,,,,,,,,0.01238344,,
196801,0.017691242,0.012382659,0.020184189,0.018445165,0.047749846,,,,,,,,0.000219065,,
196802,-0.109882758,-0.078949341,-0.069227811,-0.082845835,-0.075977154,,,,,,,,0.008675171,,
196803,-0.022447758,-0.009276341,-0.016571811,-0.034127835,-0.017782154,,,,,,,,0.000208233,,
196804,0.203282242,0.167480659,0.156366189,0.148253165,0.140824846,,,,,,,,0.034045844,,
196805,0.098526242,0.115752659,0.091780189,0.103469165,0.101817846,,,,,,,,0.011404674,,
196806,-0.019705758,-0.007177341,0.000892189,0.008511165,-0.014517154,,,,,,,,0.000141435,,
196807,-0.055098758,-0.055364341,-0.050930811,-0.021278835,-0.009245154,,,,,,,,0.003050506,,
196808,0.037153242,0.050174659,0.036266189,0.032658165,0.032997846,,,,,,,,0.001864151,,
196809,0.064809242,0.075462659,0.058042189,0.043416165,0.047899846,,,,,,,,0.004890678,,
196810,-0.024964758,-0.009270341,0.001701189,-0.010079835,0.001098846,,,,,,,,0.000231432,,
196811,0.063123242,0.068271659,0.052698189,0.048712165,0.053020846,,,,,,,,0.004309528,,
196812,0.029181242,0.015456659,-0.005443811,-0.016528835,-0.010628154,,,,,,,,0.000451045,,
196901,-0.013306758,-0.031721341,-0.030199811,-0.022585835,-0.028742154,,,,,,,,0.000422108,,
196902,-0.133911758,-0.114920341,-0.104699811,-0.100575835,-0.105131154,,,,,,,,0.015389185,,
196903,0.023459242,0.014187659,0.025457189,0.022051165,0.009082846,,,,,,,,0.000332832,,
196904,0.005000242,-0.017746341,0.004859189,0.002625165,-0.010627154,,,,,,,,-8.87E-05,,
196905,0.001305242,0.000519659,-0.004762811,-0.003524835,-0.018218154,,,,,,,,6.78E-07,,
196906,-0.150991758,-0.138421341,-0.149559811,-0.137976835,-0.139231154,,,,,,,,0.020900482,,
196907,-0.139199758,-0.124977341,-0.119054811,-0.118348835,-0.095416154,,,,,,,,0.017396816,,
196908,0.043348242,0.037991659,0.034616189,0.018068165,0.011760846,,,,,,,,0.001646872,,
196909,-0.036397758,-0.054622341,-0.068359811,-0.037831835,-0.050443154,,,,,,,,0.001988131,,
196910,0.132826242,0.120944659,0.078621189,0.068100165,0.047307846,,,,,,,,0.016064625,,
196911,-0.095683758,-0.083280341,-0.067608811,-0.078488835,-0.089518154,,,,,,,,0.007968576,,
196912,-0.090274758,-0.086662341,-0.061166811,-0.102886835,-0.102646154,,,,,,,,0.007823422,,
197001,-0.054486758,-0.043208341,-0.053222811,-0.039244835,-0.015017154,,,,,,,,0.002354282,,
197002,0.013203242,0.027179659,0.030549189,0.018419165,0.026989846,,,,,,,,0.00035886,,
197003,-0.072585758,-0.057976341,-0.043325811,-0.005194835,-0.029017154,,,,,,,,0.004208257,,
197004,-0.245048758,-0.198416341,-0.161170811,-0.144905835,-0.136000154,,,,,,,,0.048621678,,
197005,-0.109734758,-0.109451341,-0.101834811,-0.090207835,-0.121323154,,,,,,,,0.012010616,,
197006,-0.132000758,-0.090968341,-0.088393811,-0.096443835,-0.076560154,,,,,,,,0.01200789,,
197007,0.038698242,0.039250659,0.041405189,0.054089165,0.022083846,,,,,,,,0.001518931,,
197008,0.038845242,0.058479659,0.059297189,0.055332165,0.049253846,,,,,,,,0.002271656,,
197009,0.218493242,0.153557659,0.148310189,0.099344165,0.099844846,,,,,,,,0.033551311,,
197010,-0.124107758,-0.077351341,-0.128080811,-0.074207835,-0.062546154,,,,,,,,0.009599902,,
